# x, y, z, x_dot, y_dot, z_dot, phi, theta, psi, p, q, r
0.06075,0.02563,40.77103,0.01489,0.00761,16.94276,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06081,0.02566,40.83877,0.01569,0.00651,16.95724,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06087,0.02569,40.90657,0.01608,0.00566,16.97121,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06093,0.02571,40.97443,0.01661,0.00590,16.98505,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06100,0.02574,41.04234,0.01681,0.00604,16.99917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06106,0.02576,41.11031,0.01652,0.00612,17.01316,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06113,0.02578,41.17833,0.01652,0.00630,17.02667,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06120,0.02581,41.24641,0.01639,0.00665,17.04045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06126,0.02584,41.31455,0.01595,0.00687,17.05417,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06133,0.02586,41.38274,0.01633,0.00683,17.06775,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06139,0.02589,41.45098,0.01703,0.00673,17.08143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06146,0.02592,41.51928,0.01746,0.00659,17.09570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06153,0.02594,41.58763,0.01842,0.00675,17.11008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06160,0.02597,41.65604,0.01913,0.00685,17.12391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06167,0.02600,41.72451,0.01899,0.00687,17.13830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06175,0.02602,41.79304,0.01888,0.00674,17.15351,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06182,0.02605,41.86162,0.01943,0.00694,17.16845,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06190,0.02608,41.93026,0.01957,0.00735,17.18334,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06198,0.02611,41.99897,0.01933,0.00783,17.19833,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06206,0.02614,42.06773,0.01937,0.00829,17.21293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06213,0.02617,42.13655,0.01943,0.00811,17.22743,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06221,0.02620,42.20543,0.01951,0.00824,17.24171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06229,0.02624,42.27437,0.01940,0.00840,17.25592,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06237,0.02627,42.34337,0.01922,0.00856,17.26990,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06245,0.02630,42.41242,0.01856,0.00892,17.28377,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06252,0.02634,42.48153,0.01849,0.00945,17.29772,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06259,0.02637,42.55069,0.01913,0.00943,17.31166,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06267,0.02641,42.61991,0.01885,0.00885,17.32493,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06275,0.02645,42.68918,0.01796,0.00916,17.33839,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06282,0.02649,42.75851,0.01771,0.00970,17.35283,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06289,0.02652,42.82789,0.01758,0.00962,17.36709,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06296,0.02656,42.89733,0.01718,0.00872,17.38098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06303,0.02660,42.96683,0.01685,0.00795,17.39504,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06310,0.02663,43.03638,0.01655,0.00764,17.40977,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06317,0.02666,43.10599,0.01614,0.00757,17.42455,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06323,0.02669,43.17566,0.01610,0.00782,17.43882,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06330,0.02672,43.24538,0.01629,0.00738,17.45288,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06336,0.02675,43.31517,0.01642,0.00693,17.46681,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06343,0.02678,43.38501,0.01691,0.00712,17.48116,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06349,0.02681,43.45490,0.01756,0.00774,17.49584,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06356,0.02684,43.52486,0.01852,0.00787,17.51030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06363,0.02687,43.59487,0.01920,0.00726,17.52435,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06371,0.02690,43.66494,0.01931,0.00724,17.53855,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06379,0.02693,43.73506,0.01950,0.00777,17.55264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06386,0.02696,43.80525,0.01956,0.00827,17.56661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06394,0.02699,43.87549,0.01959,0.00840,17.58099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06402,0.02703,43.94578,0.01941,0.00864,17.59580,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06410,0.02706,44.01613,0.01886,0.00920,17.61037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06417,0.02710,44.08655,0.01916,0.00962,17.62450,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06425,0.02713,44.15702,0.02017,0.00945,17.63848,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06433,0.02717,44.22754,0.02123,0.01008,17.65272,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06441,0.02721,44.29812,0.02210,0.01038,17.66666,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06450,0.02725,44.36876,0.02275,0.00976,17.67950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06459,0.02729,44.43946,0.02365,0.00962,17.69279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06468,0.02733,44.51020,0.02420,0.00973,17.70628,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06478,0.02737,44.58100,0.02453,0.00942,17.72035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06487,0.02741,44.65185,0.02506,0.00910,17.73487,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06497,0.02745,44.72276,0.02511,0.01036,17.74894,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06507,0.02748,44.79373,0.02567,0.01095,17.76324,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06518,0.02753,44.86475,0.02645,0.01078,17.77840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06528,0.02757,44.93584,0.02627,0.01062,17.79319,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06539,0.02761,45.00698,0.02639,0.00971,17.80687,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06549,0.02765,45.07818,0.02656,0.00942,17.82041,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06560,0.02769,45.14943,0.02619,0.01046,17.83405,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06570,0.02773,45.22074,0.02549,0.01151,17.84793,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06581,0.02778,45.29211,0.02433,0.01227,17.86154,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06591,0.02782,45.36353,0.02345,0.01240,17.87507,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06600,0.02787,45.43500,0.02282,0.01237,17.88907,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06609,0.02792,45.50653,0.02169,0.01297,17.90315,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06618,0.02797,45.57811,0.02066,0.01348,17.91759,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06627,0.02803,45.64975,0.02058,0.01364,17.93237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06635,0.02808,45.72145,0.02083,0.01351,17.94666,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06643,0.02813,45.79321,0.02120,0.01391,17.96080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06652,0.02819,45.86503,0.02176,0.01461,17.97544,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06660,0.02825,45.93690,0.02207,0.01490,17.99021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06669,0.02831,46.00883,0.02190,0.01402,18.00470,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06678,0.02836,46.08082,0.02182,0.01337,18.01843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06687,0.02842,46.15287,0.02221,0.01326,18.03218,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06695,0.02847,46.22497,0.02245,0.01312,18.04706,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06704,0.02852,46.29713,0.02270,0.01375,18.06177,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06713,0.02858,46.36934,0.02312,0.01400,18.07606,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06722,0.02863,46.44162,0.02346,0.01417,18.09029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06732,0.02869,46.51395,0.02373,0.01499,18.10479,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06741,0.02875,46.58634,0.02342,0.01514,18.11944,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06751,0.02881,46.65879,0.02350,0.01565,18.13367,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06760,0.02887,46.73130,0.02363,0.01593,18.14801,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06769,0.02893,46.80386,0.02319,0.01529,18.16271,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06779,0.02900,46.87648,0.02275,0.01535,18.17707,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06788,0.02906,46.94916,0.02233,0.01543,18.19135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06797,0.02912,47.02190,0.02242,0.01526,18.20639,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06806,0.02918,47.09469,0.02266,0.01542,18.22102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06815,0.02924,47.16755,0.02242,0.01585,18.23539,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06824,0.02930,47.24046,0.02201,0.01567,18.24996,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06833,0.02937,47.31343,0.02240,0.01557,18.26482,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06842,0.02943,47.38646,0.02287,0.01553,18.27964,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06851,0.02949,47.45955,0.02242,0.01556,18.29379,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06860,0.02955,47.53270,0.02246,0.01624,18.30692,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06869,0.02962,47.60590,0.02248,0.01630,18.31991,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06878,0.02968,47.67915,0.02186,0.01543,18.33395,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06887,0.02975,47.75246,0.02107,0.01451,18.34776,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06895,0.02981,47.82582,0.02096,0.01464,18.36108,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06904,0.02986,47.89924,0.02123,0.01531,18.37467,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06912,0.02992,47.97271,0.02091,0.01521,18.38921,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06921,0.02998,48.04624,0.02101,0.01508,18.40422,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06929,0.03005,48.11983,0.02128,0.01554,18.41893,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06937,0.03011,48.19347,0.02092,0.01548,18.43296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06946,0.03017,48.26718,0.02037,0.01463,18.44644,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06954,0.03023,48.34094,0.02053,0.01402,18.46035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06962,0.03029,48.41475,0.02028,0.01391,18.47506,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06970,0.03034,48.48862,0.01972,0.01377,18.48970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06978,0.03040,48.56255,0.01998,0.01331,18.50362,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06986,0.03045,48.63654,0.02005,0.01306,18.51748,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.06994,0.03050,48.71058,0.02001,0.01276,18.53201,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07002,0.03056,48.78468,0.02023,0.01260,18.54673,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07010,0.03061,48.85884,0.02047,0.01291,18.56096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07019,0.03066,48.93305,0.02108,0.01275,18.57449,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07027,0.03071,49.00732,0.02074,0.01289,18.58805,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07035,0.03076,49.08165,0.01953,0.01279,18.60168,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07043,0.03081,49.15603,0.01951,0.01223,18.61474,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07051,0.03086,49.23046,0.01975,0.01261,18.62770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07059,0.03091,49.30494,0.01915,0.01292,18.64061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07067,0.03096,49.37948,0.01862,0.01268,18.65377,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07074,0.03101,49.45407,0.01854,0.01322,18.66786,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07082,0.03107,49.52871,0.01902,0.01430,18.68223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07089,0.03112,49.60341,0.01959,0.01395,18.69670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07097,0.03118,49.67817,0.01992,0.01303,18.71163,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07105,0.03123,49.75299,0.02083,0.01306,18.72613,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07113,0.03128,49.82786,0.02173,0.01334,18.73997,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07122,0.03134,49.90280,0.02242,0.01384,18.75437,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07130,0.03139,49.97778,0.02263,0.01393,18.76935,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07139,0.03145,50.05283,0.02219,0.01378,18.78388,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07148,0.03150,50.12794,0.02180,0.01394,18.79827,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07157,0.03156,50.20310,0.02157,0.01380,18.81259,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07166,0.03161,50.27832,0.02152,0.01356,18.82624,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07174,0.03167,50.35360,0.02170,0.01350,18.83993,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07183,0.03172,50.42893,0.02202,0.01366,18.85441,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07192,0.03178,50.50432,0.02237,0.01436,18.86910,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07201,0.03183,50.57977,0.02281,0.01497,18.88426,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07210,0.03189,50.65528,0.02310,0.01480,18.89916,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07219,0.03195,50.73084,0.02299,0.01429,18.91308,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07228,0.03201,50.80647,0.02253,0.01411,18.92718,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07237,0.03206,50.88215,0.02263,0.01426,18.94144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07246,0.03212,50.95789,0.02268,0.01464,18.95558,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07255,0.03218,51.03368,0.02261,0.01535,18.96983,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07264,0.03224,51.10953,0.02342,0.01566,18.98377,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07274,0.03230,51.18544,0.02333,0.01572,18.99756,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07283,0.03236,51.26140,0.02254,0.01610,19.01128,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07292,0.03243,51.33742,0.02190,0.01610,19.02526,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07301,0.03249,51.41349,0.02134,0.01529,19.03933,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07310,0.03255,51.48962,0.02098,0.01484,19.05311,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07318,0.03261,51.56581,0.02021,0.01481,19.06678,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07326,0.03267,51.64204,0.01998,0.01492,19.08085,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07334,0.03273,51.71834,0.02004,0.01523,19.09501,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07342,0.03279,51.79469,0.01994,0.01552,19.10877,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07350,0.03286,51.87110,0.01992,0.01560,19.12299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07358,0.03292,51.94756,0.01962,0.01617,19.13783,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07366,0.03298,52.02408,0.01960,0.01716,19.15223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07374,0.03305,52.10066,0.01989,0.01713,19.16628,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07382,0.03312,52.17730,0.01982,0.01748,19.18063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07390,0.03319,52.25400,0.02011,0.01764,19.19474,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07398,0.03326,52.33075,0.02022,0.01664,19.20873,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07406,0.03332,52.40755,0.01997,0.01644,19.22276,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07414,0.03339,52.48442,0.02058,0.01715,19.23674,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07422,0.03346,52.56134,0.02120,0.01721,19.25108,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07431,0.03353,52.63831,0.02156,0.01704,19.26562,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07439,0.03359,52.71534,0.02235,0.01738,19.27983,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07448,0.03366,52.79244,0.02291,0.01828,19.29405,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07457,0.03374,52.86958,0.02293,0.01969,19.30843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07466,0.03381,52.94679,0.02310,0.02040,19.32250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07475,0.03389,53.02405,0.02298,0.01984,19.33679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07485,0.03397,53.10137,0.02269,0.01968,19.35154,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07494,0.03405,53.17875,0.02301,0.02055,19.36642,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07503,0.03413,53.25618,0.02319,0.02046,19.38071,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07512,0.03421,53.33368,0.02344,0.02004,19.39447,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07521,0.03429,53.41123,0.02367,0.01986,19.40866,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07531,0.03437,53.48883,0.02402,0.01981,19.42293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07540,0.03445,53.56649,0.02457,0.02001,19.43713,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07550,0.03453,53.64422,0.02476,0.01990,19.45172,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07560,0.03461,53.72199,0.02477,0.01941,19.46638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07570,0.03469,53.79983,0.02411,0.01942,19.48104,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07580,0.03477,53.87772,0.02361,0.01996,19.49570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07589,0.03485,53.95568,0.02371,0.02005,19.50987,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07599,0.03493,54.03369,0.02306,0.02012,19.52358,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07608,0.03501,54.11176,0.02247,0.02013,19.53711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07617,0.03509,54.18988,0.02297,0.01979,19.55097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07626,0.03517,54.26805,0.02338,0.01934,19.56497,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07635,0.03525,54.34628,0.02310,0.01924,19.57916,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07645,0.03532,54.42457,0.02287,0.01985,19.59299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07654,0.03540,54.50292,0.02299,0.02013,19.60711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07663,0.03548,54.58132,0.02233,0.02049,19.62206,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07672,0.03556,54.65978,0.02162,0.02116,19.63708,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07681,0.03565,54.73829,0.02160,0.02121,19.65226,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07690,0.03573,54.81687,0.02153,0.02095,19.66637,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07698,0.03582,54.89551,0.02167,0.02057,19.68013,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07707,0.03590,54.97420,0.02207,0.02018,19.69469,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07716,0.03598,55.05295,0.02267,0.01970,19.70831,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07725,0.03606,55.13176,0.02351,0.01905,19.72178,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07734,0.03614,55.21062,0.02339,0.01869,19.73572,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07743,0.03621,55.28953,0.02284,0.01859,19.74985,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07752,0.03629,55.36851,0.02266,0.01841,19.76408,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07761,0.03636,55.44753,0.02287,0.01835,19.77772,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07771,0.03643,55.52662,0.02346,0.01870,19.79171,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07780,0.03651,55.60576,0.02309,0.01875,19.80522,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07789,0.03658,55.68495,0.02241,0.01880,19.81836,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07798,0.03666,55.76420,0.02200,0.01880,19.83174,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07807,0.03673,55.84350,0.02167,0.01863,19.84492,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07816,0.03681,55.92285,0.02188,0.01894,19.85933,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07825,0.03688,56.00226,0.02207,0.01866,19.87401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07833,0.03696,56.08173,0.02160,0.01810,19.88841,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07842,0.03703,56.16125,0.02121,0.01749,19.90230,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07851,0.03710,56.24083,0.02092,0.01707,19.91600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07859,0.03717,56.32047,0.02102,0.01731,19.93030,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07867,0.03724,56.40016,0.02116,0.01754,19.94505,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07876,0.03731,56.47991,0.02076,0.01751,19.95976,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07884,0.03738,56.55972,0.02060,0.01774,19.97409,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07893,0.03745,56.63959,0.02041,0.01827,19.98826,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07901,0.03752,56.71951,0.02064,0.01830,20.00158,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07909,0.03760,56.79949,0.02122,0.01790,20.01536,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07917,0.03767,56.87953,0.02098,0.01702,20.03023,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07926,0.03774,56.95962,0.02011,0.01595,20.04451,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07934,0.03781,57.03977,0.01940,0.01568,20.05852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07942,0.03787,57.11997,0.01907,0.01526,20.07255,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07950,0.03793,57.20024,0.01859,0.01542,20.08583,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07957,0.03799,57.28055,0.01835,0.01629,20.09930,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07965,0.03806,57.36092,0.01836,0.01617,20.11322,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07972,0.03812,57.44135,0.01792,0.01597,20.12774,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07979,0.03818,57.52183,0.01818,0.01530,20.14237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07986,0.03825,57.60237,0.01902,0.01544,20.15644,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.07994,0.03831,57.68297,0.01997,0.01596,20.17055,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.08002,0.03837,57.76362,0.02036,0.01579,20.18485,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.08010,0.03844,57.84433,0.02067,0.01638,20.19855,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.08018,0.03850,57.92510,0.02154,0.01696,20.21211,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
