# x, y, z, x_dot, y_dot, z_dot, phi, theta, psi, p, q, r
0.03051,0.01454,9.98860,0.01132,-0.00636,8.39327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03055,0.01452,10.02215,0.01104,-0.00686,8.40712,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03060,0.01449,10.05575,0.01050,-0.00761,8.42062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03064,0.01446,10.08940,0.01015,-0.00802,8.43495,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03068,0.01443,10.12312,0.01049,-0.00830,8.44935,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03072,0.01440,10.15688,0.01067,-0.00865,8.46275,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03077,0.01436,10.19071,0.01033,-0.00831,8.47661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03081,0.01433,10.22459,0.00927,-0.00734,8.49129,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03085,0.01430,10.25852,0.00818,-0.00671,8.50511,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03088,0.01427,10.29252,0.00817,-0.00675,8.51907,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03091,0.01424,10.32656,0.00803,-0.00641,8.53316,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03095,0.01422,10.36067,0.00717,-0.00623,8.54691,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03098,0.01419,10.39483,0.00727,-0.00620,8.56063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03101,0.01417,10.42904,0.00857,-0.00610,8.57426,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03104,0.01414,10.46331,0.00983,-0.00660,8.58704,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03107,0.01412,10.49764,0.01012,-0.00743,8.59984,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03111,0.01409,10.53201,0.00977,-0.00829,8.61338,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03115,0.01406,10.56644,0.00955,-0.00879,8.62720,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03119,0.01402,10.60092,0.00967,-0.00889,8.64150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03123,0.01399,10.63545,0.01007,-0.00928,8.65595,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03127,0.01395,10.67005,0.01016,-0.00975,8.67091,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03131,0.01391,10.70470,0.01039,-0.00991,8.68517,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03135,0.01388,10.73942,0.01072,-0.00949,8.69920,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03139,0.01384,10.77418,0.01114,-0.00867,8.71412,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03144,0.01380,10.80901,0.01207,-0.00855,8.72873,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03148,0.01377,10.84390,0.01292,-0.00848,8.74274,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03153,0.01373,10.87884,0.01329,-0.00853,8.75620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03159,0.01370,10.91384,0.01350,-0.00899,8.77001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03164,0.01366,10.94889,0.01393,-0.00863,8.78476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03170,0.01363,10.98400,0.01398,-0.00795,8.79878,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03175,0.01359,11.01917,0.01314,-0.00795,8.81281,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03181,0.01356,11.05439,0.01245,-0.00806,8.82697,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03186,0.01353,11.08967,0.01250,-0.00808,8.84002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03191,0.01350,11.12500,0.01255,-0.00794,8.85398,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03196,0.01347,11.16039,0.01261,-0.00793,8.86864,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03201,0.01343,11.19584,0.01272,-0.00781,8.88283,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03206,0.01340,11.23134,0.01313,-0.00758,8.89728,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03211,0.01337,11.26690,0.01288,-0.00759,8.91177,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03216,0.01334,11.30252,0.01194,-0.00753,8.92538,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03221,0.01331,11.33819,0.01158,-0.00800,8.93924,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03226,0.01328,11.37392,0.01095,-0.00820,8.95351,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03230,0.01325,11.40971,0.01031,-0.00764,8.96766,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03235,0.01322,11.44555,0.01025,-0.00742,8.98096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03239,0.01319,11.48145,0.01045,-0.00795,8.99327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03243,0.01316,11.51739,0.01071,-0.00807,9.00697,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03247,0.01312,11.55340,0.01069,-0.00782,9.02143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03251,0.01309,11.58945,0.01084,-0.00802,9.03559,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03256,0.01306,11.62557,0.01142,-0.00796,9.04965,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03260,0.01303,11.66174,0.01168,-0.00763,9.06355,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03265,0.01300,11.69796,0.01153,-0.00770,9.07806,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03269,0.01297,11.73425,0.01193,-0.00739,9.09304,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03274,0.01294,11.77059,0.01221,-0.00726,9.10744,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03279,0.01291,11.80699,0.01182,-0.00738,9.12186,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03284,0.01288,11.84345,0.01179,-0.00732,9.13685,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03288,0.01285,11.87997,0.01162,-0.00713,9.15139,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03293,0.01282,11.91654,0.01125,-0.00711,9.16523,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03298,0.01279,11.95317,0.01098,-0.00720,9.17912,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03302,0.01276,11.98986,0.01076,-0.00660,9.19341,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03306,0.01273,12.02661,0.01151,-0.00681,9.20780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03311,0.01271,12.06341,0.01285,-0.00771,9.22223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03316,0.01268,12.10027,0.01297,-0.00818,9.23656,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03321,0.01265,12.13719,0.01279,-0.00829,9.25049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03326,0.01261,12.17416,0.01270,-0.00785,9.26445,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03331,0.01258,12.21119,0.01257,-0.00737,9.27852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03336,0.01255,12.24828,0.01252,-0.00676,9.29228,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03341,0.01252,12.28542,0.01234,-0.00608,9.30646,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03346,0.01250,12.32262,0.01265,-0.00595,9.32147,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03351,0.01247,12.35987,0.01313,-0.00584,9.33663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03356,0.01245,12.39719,0.01338,-0.00533,9.35099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03362,0.01243,12.43457,0.01363,-0.00508,9.36482,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03367,0.01241,12.47200,0.01402,-0.00540,9.37917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03373,0.01239,12.50948,0.01430,-0.00562,9.39409,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03378,0.01236,12.54703,0.01468,-0.00606,9.40826,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03384,0.01234,12.58464,0.01523,-0.00608,9.42186,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03390,0.01232,12.62230,0.01589,-0.00551,9.43603,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03396,0.01229,12.66001,0.01575,-0.00570,9.45031,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03403,0.01227,12.69778,0.01572,-0.00582,9.46444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03409,0.01225,12.73561,0.01664,-0.00592,9.47894,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03415,0.01222,12.77350,0.01689,-0.00643,9.49280,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03422,0.01220,12.81144,0.01662,-0.00635,9.50611,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03429,0.01217,12.84944,0.01589,-0.00570,9.52040,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03435,0.01215,12.88750,0.01518,-0.00560,9.53501,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03441,0.01213,12.92561,0.01503,-0.00598,9.54974,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03448,0.01210,12.96378,0.01505,-0.00630,9.56427,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03454,0.01208,13.00200,0.01487,-0.00653,9.57816,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03460,0.01205,13.04029,0.01463,-0.00659,9.59263,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03465,0.01203,13.07863,0.01448,-0.00593,9.60795,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03471,0.01200,13.11703,0.01389,-0.00519,9.62264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03477,0.01198,13.15549,0.01366,-0.00527,9.63635,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03482,0.01196,13.19401,0.01391,-0.00568,9.64981,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03488,0.01194,13.23258,0.01428,-0.00594,9.66296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03494,0.01191,13.27121,0.01488,-0.00567,9.67634,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03499,0.01189,13.30989,0.01470,-0.00504,9.69029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03505,0.01187,13.34862,0.01366,-0.00452,9.70407,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03511,0.01185,13.38741,0.01350,-0.00433,9.71777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03516,0.01183,13.42625,0.01446,-0.00422,9.73192,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03522,0.01182,13.46515,0.01506,-0.00365,9.74616,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03528,0.01180,13.50411,0.01494,-0.00292,9.76098,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03534,0.01179,13.54312,0.01552,-0.00301,9.77594,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03540,0.01177,13.58220,0.01684,-0.00347,9.79028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03547,0.01176,13.62133,0.01756,-0.00377,9.80424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03553,0.01175,13.66052,0.01713,-0.00405,9.81752,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03560,0.01173,13.69976,0.01648,-0.00347,9.83107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03567,0.01172,13.73906,0.01628,-0.00316,9.84514,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03574,0.01170,13.77841,0.01647,-0.00357,9.85922,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03580,0.01169,13.81782,0.01677,-0.00355,9.87344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03587,0.01168,13.85728,0.01700,-0.00319,9.88772,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03594,0.01166,13.89681,0.01734,-0.00227,9.90173,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03600,0.01165,13.93639,0.01725,-0.00119,9.91537,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03607,0.01164,13.97602,0.01718,-0.00074,9.92934,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03614,0.01164,14.01571,0.01740,-0.00068,9.94398,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03621,0.01164,14.05546,0.01841,-0.00101,9.95899,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03628,0.01163,14.09526,0.01917,-0.00092,9.97344,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03636,0.01163,14.13513,0.01908,-0.00012,9.98758,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03643,0.01163,14.17505,0.01950,0.00031,10.00187,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03651,0.01163,14.21503,0.01994,0.00035,10.01577,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03659,0.01163,14.25506,0.02036,0.00074,10.02992,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03667,0.01163,14.29515,0.02067,0.00135,10.04491,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03675,0.01164,14.33530,0.02052,0.00170,10.05993,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03684,0.01164,14.37551,0.02050,0.00178,10.07446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03692,0.01165,14.41578,0.02018,0.00145,10.08869,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03700,0.01166,14.45611,0.01979,0.00121,10.10277,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03708,0.01166,14.49649,0.01918,0.00174,10.11646,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03716,0.01167,14.53693,0.01902,0.00286,10.13064,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03723,0.01168,14.57742,0.01929,0.00334,10.14568,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03731,0.01169,14.61798,0.01841,0.00243,10.16071,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03739,0.01170,14.65859,0.01787,0.00098,10.17506,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03746,0.01171,14.69926,0.01782,0.00080,10.18870,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03753,0.01171,14.73999,0.01772,0.00216,10.20312,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03760,0.01172,14.78077,0.01782,0.00306,10.21747,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03767,0.01173,14.82161,0.01810,0.00270,10.23111,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03774,0.01174,14.86251,0.01878,0.00228,10.24464,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03782,0.01175,14.90346,0.01903,0.00273,10.25869,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03789,0.01176,14.94447,0.01838,0.00293,10.27313,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03797,0.01177,14.98553,0.01802,0.00220,10.28738,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03804,0.01178,15.02665,0.01828,0.00183,10.30188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03811,0.01179,15.06783,0.01876,0.00224,10.31621,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03819,0.01180,15.10907,0.01943,0.00271,10.33021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03826,0.01181,15.15036,0.02006,0.00339,10.34401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03834,0.01182,15.19171,0.01999,0.00363,10.35802,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03842,0.01183,15.23311,0.01986,0.00378,10.37220,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03850,0.01185,15.27457,0.02050,0.00438,10.38582,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03858,0.01186,15.31609,0.02095,0.00416,10.39984,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03867,0.01188,15.35766,0.02122,0.00329,10.41433,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03875,0.01190,15.39929,0.02155,0.00306,10.42813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03884,0.01191,15.44097,0.02178,0.00347,10.44182,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03892,0.01192,15.48271,0.02255,0.00322,10.45659,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03901,0.01193,15.52451,0.02329,0.00278,10.47189,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03910,0.01195,15.56637,0.02383,0.00223,10.48611,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03920,0.01196,15.60828,0.02410,0.00211,10.49992,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03929,0.01197,15.65026,0.02429,0.00277,10.51444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03939,0.01197,15.69229,0.02410,0.00291,10.52893,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03949,0.01199,15.73437,0.02346,0.00344,10.54314,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03958,0.01200,15.77652,0.02350,0.00461,10.55761,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03968,0.01201,15.81872,0.02350,0.00514,10.57219,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03977,0.01203,15.86098,0.02302,0.00564,10.58635,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03986,0.01206,15.90329,0.02272,0.00634,10.60073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.03995,0.01208,15.94567,0.02284,0.00685,10.61509,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04005,0.01211,15.98810,0.02280,0.00712,10.62909,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04014,0.01213,16.03059,0.02208,0.00729,10.64375,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04023,0.01216,16.07313,0.02178,0.00726,10.65794,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04031,0.01219,16.11574,0.02220,0.00707,10.67195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04040,0.01222,16.15840,0.02234,0.00674,10.68645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04049,0.01225,16.20111,0.02164,0.00562,10.70067,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04058,0.01227,16.24389,0.02136,0.00472,10.71473,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04066,0.01229,16.28672,0.02163,0.00464,10.72885,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04075,0.01231,16.32961,0.02098,0.00398,10.74298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04084,0.01233,16.37255,0.02000,0.00337,10.75663,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04092,0.01234,16.41555,0.01919,0.00380,10.76995,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04100,0.01236,16.45860,0.01881,0.00417,10.78299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04107,0.01237,16.50171,0.01902,0.00483,10.79613,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04115,0.01239,16.54487,0.01895,0.00576,10.80982,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04122,0.01241,16.58808,0.01847,0.00620,10.82386,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04130,0.01244,16.63135,0.01801,0.00599,10.83813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04137,0.01246,16.67467,0.01779,0.00549,10.85167,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04144,0.01249,16.71805,0.01748,0.00520,10.86466,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04151,0.01251,16.76148,0.01686,0.00476,10.87820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04158,0.01253,16.80497,0.01619,0.00452,10.89191,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04165,0.01255,16.84851,0.01580,0.00463,10.90533,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04171,0.01256,16.89210,0.01595,0.00436,10.91965,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04178,0.01258,16.93575,0.01545,0.00373,10.93458,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04184,0.01260,16.97946,0.01496,0.00360,10.94921,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04190,0.01261,17.02323,0.01500,0.00413,10.96360,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04196,0.01263,17.06705,0.01505,0.00430,10.97763,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04202,0.01264,17.11094,0.01549,0.00367,10.99217,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04208,0.01266,17.15488,0.01526,0.00295,11.00703,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04214,0.01267,17.19887,0.01453,0.00300,11.02137,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04220,0.01269,17.24293,0.01428,0.00322,11.03501,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04226,0.01270,17.28704,0.01421,0.00324,11.04854,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04232,0.01271,17.33121,0.01350,0.00365,11.06297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04237,0.01272,17.37543,0.01245,0.00392,11.07776,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04242,0.01274,17.41972,0.01256,0.00359,11.09169,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04247,0.01275,17.46405,0.01360,0.00294,11.10540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04253,0.01277,17.50845,0.01383,0.00228,11.11918,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04258,0.01278,17.55290,0.01367,0.00248,11.13336,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04264,0.01279,17.59740,0.01329,0.00232,11.14811,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04269,0.01280,17.64197,0.01258,0.00107,11.16202,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04274,0.01280,17.68659,0.01208,0.00033,11.17565,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04279,0.01281,17.73126,0.01170,-0.00003,11.18979,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04284,0.01281,17.77599,0.01126,-0.00017,11.20368,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04288,0.01281,17.82078,0.01111,0.00029,11.21742,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04293,0.01281,17.86562,0.01139,0.00102,11.23158,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04297,0.01281,17.91052,0.01148,0.00106,11.24541,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04302,0.01281,17.95547,0.01181,0.00117,11.25912,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04307,0.01282,18.00048,0.01163,0.00115,11.27322,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04311,0.01282,18.04555,0.01142,0.00046,11.28716,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04316,0.01283,18.09067,0.01183,0.00006,11.30044,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04321,0.01283,18.13584,0.01183,-0.00012,11.31371,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04325,0.01283,18.18107,0.01162,-0.00020,11.32751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04330,0.01283,18.22635,0.01181,0.00055,11.34151,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04335,0.01283,18.27169,0.01198,0.00142,11.35618,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04339,0.01283,18.31709,0.01150,0.00141,11.37061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04344,0.01284,18.36254,0.01081,0.00124,11.38482,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04349,0.01284,18.40805,0.01079,0.00105,11.39871,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04353,0.01285,18.45362,0.01092,0.00135,11.41209,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04357,0.01285,18.49924,0.01043,0.00152,11.42622,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04362,0.01286,18.54492,0.00992,0.00141,11.44061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04366,0.01286,18.59065,0.00994,0.00233,11.45422,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04370,0.01287,18.63644,0.00996,0.00296,11.46763,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04374,0.01288,18.68228,0.01002,0.00275,11.48133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04378,0.01289,18.72818,0.01025,0.00261,11.49482,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04382,0.01290,18.77413,0.01031,0.00195,11.50879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04386,0.01291,18.82014,0.01072,0.00128,11.52331,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04390,0.01292,18.86621,0.01109,0.00143,11.53735,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04394,0.01292,18.91233,0.01138,0.00150,11.55149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04399,0.01293,18.95850,0.01141,0.00122,11.56602,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04403,0.01294,19.00474,0.01080,0.00129,11.57998,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04408,0.01294,19.05103,0.01041,0.00118,11.59411,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04412,0.01295,19.09738,0.01110,0.00077,11.60916,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.04416,0.01295,19.14379,0.01173,0.00029,11.62369,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
