t,x,y,z,vx,vy,vz
11.6,4.79223870375885,18.673828436186383,3.5685430323738716,-1.9392509625538337,0.8227988815071792,-0.11988827216652109
11.8,10.879251555190628,19.328583267712055,0.7446695600528734,-2.056957618241168,0.639829588180562,-0.269902566242394
12.0,5.256154165144126,19.378959184995075,4.648250725122986,-1.9203577325145094,0.6126329782369369,-0.21431839429250354
12.200000000000001,6.1425379533236635,20.396383872395308,-2.4472740859919884,-1.9847529562467585,0.5816548813475951,-0.05755548994875574
12.4,9.364361424901215,22.605399254286112,0.2957227696628555,-1.9387346112272617,0.6355144910688296,-0.22067209792856485
12.6,4.712927564882908,22.320063027924498,8.326716385957795,-1.9576142135659433,0.5711953077533723,-0.30515534600778893
12.8,0.35506358004780747,18.194231256949646,-0.09620950962735897,-2.063673841859454,0.4611266548381189,-0.03804873613217316
13.0,6.760643051416233,20.448877264850356,-0.46743472166187405,-2.090607809773298,0.48369057763956924,-0.061235833180132176
13.200000000000001,0.20703335316626648,22.173996838217704,0.23561824848885016,-2.1495530030477505,0.42039117550795924,0.008514461964243908
13.4,0.4406440376614267,18.01442162598271,-0.40525767514812283,-2.2219421631053917,0.28859699952967716,-0.17049780040474222
13.6,2.171672816396687,17.17363779694808,-2.002215321880157,-2.035493980138581,0.32169658983003707,-0.1459291035688563
13.8,8.430484533491448,20.666056171560484,-0.5312068076389336,-1.9517844880996629,0.2679219910445789,-0.2102839486717682
14.0,3.0354985153309317,20.291829427946222,-1.8508169290789735,-2.023458609029826,0.4179183760135637,-0.1448657222717799
14.200000000000001,-3.115046041803586,18.602656015353315,-0.12276664073272264,-1.9831673507698724,0.01793530295635315,-0.22446588371974743
14.4,0.9819168162262144,15.381982072145053,6.450835845444711,-2.2116273699023234,0.13303085271354018,-0.06509345043196504
14.6,6.84430350062215,21.094515972504777,0.23108797928182212,-2.2217355174768962,0.26141610801542053,-0.20916733635822626
14.8,-0.9932039419728357,21.441929719842292,-0.20876220414151922,-2.004658999130929,0.14674219148985218,-0.009702818807556524
15.0,3.130571123040983,22.285243348173523,-2.12643488967424,-2.03628437627072,-0.08718585904200504,-0.10819379336277524
15.200000000000001,-2.13815877863855,22.4197786537201,1.6528427978303295,-2.3609909776819493,-0.13459574523697776,-0.26731337106246705
15.4,-3.6205769548503284,18.83970404516799,-0.5522552149396609,-2.3029301790579155,0.08069999742483668,-0.07579597321400802
15.6,-1.3476943830431984,19.780824245317735,1.9974318925001358,-2.0451614096367403,-0.03353686179067526,-0.17115793812880942
15.8,-1.3091215791030948,20.131735511082454,-2.2254555721515543,-2.0006570962087653,-0.04901371395805959,-0.35112355214725727
16.0,-1.6716803983109818,19.818635243114276,-1.6154694095670261,-1.9913837672552872,-0.10600439727117583,-0.2639163456576198
16.2,-5.383332205907694,23.03466338198514,3.951926554508912,-2.100990577485756,-0.3400256866076893,-0.17174563445028707
16.4,-2.3104051832426333,23.371947357126018,-0.004226896252672252,-2.0328451097746973,-0.2863742368272669,-0.2771424883328742
16.6,-6.802527450922263,20.4706558815124,-1.5064953298004553,-1.9278867650986211,-0.4074616398929048,-0.14252499043424588
16.8,-2.558008485716134,23.572722628935914,-2.0030036404315297,-1.9784482031182615,-0.5636038095057028,-0.16124323766669735
17.0,-3.189469339902895,21.715761522960317,2.571991698704209,-1.9232674419723714,-0.43686424895644776,-0.10143411543199081
17.2,-2.102590801702875,16.68423221492469,-3.679537370094052,-2.1068643595840943,-0.3728356713188957,-0.3012984545063459
17.400000000000002,-3.061480271965306,18.410109873160728,-3.4231497143524687,-2.0307825350836763,-0.3973640280334159,-0.06557378802417065
17.6,-2.407539838776448,18.339072281173088,3.039870900914508,-2.1472136713272576,-0.5846276538579507,-0.23909573505660225
17.8,-6.881825129500397,17.279357691915983,-1.2676667688900067,-1.8870323621952219,-0.612796330236152,-0.15961764749124657
18.0,-4.284667140621501,19.75345695822919,3.5536263596503943,-1.943703635547421,-0.7685890418976369,-0.13954193065360598
18.2,-6.14857225692099,18.446211967934886,2.5305919453344234,-2.0789141530209316,-0.7377534962900463,-0.20848311505101935
18.400000000000002,-5.48345131029463,17.711690011792317,-0.7103186600512789,-1.91463791404856,-0.8093336285207384,-0.20599707102568468
18.6,-6.81707814718478,18.081949164576717,-0.9130541275670117,-1.9149161362589062,-0.6324677810690934,-0.10891371290254331
18.8,-10.969342812886344,17.5472281958533,-0.3508025278777991,-1.8176854652483885,-1.0240084039651272,-0.003018766144763124
19.0,-9.455351805772054,16.042057981179177,-1.587898476401529,-1.9990600583346871,-0.9127459390478276,0.05400254160225515
19.2,-9.697383990403655,14.791317974427105,-4.783838949103656,-1.878034159137806,-0.9667346429791069,-0.19467673234615196
19.400000000000002,-7.872503784129386,18.140652600706833,-0.807982488373385,-2.014291369599431,-0.9297812873647832,-0.16022530617225314
19.6,-10.012536511184933,13.940551398425828,-3.8276269404445245,-1.789115926597177,-0.7984295580148993,-0.24491780267276625
19.8,-10.439919753441613,18.61635864491595,-6.060199056757468,-1.7757370526236507,-1.1623060479016676,-0.06874410790383575
20.0,-15.778016426941326,20.94280118928358,-0.23734998318377687,-1.931137965955057,-1.1818583179768833,0.15033814788774907
20.2,-12.550744919858538,16.520599981914327,-2.825476227709734,-1.5766766805479648,-1.1557504252086062,0.09318158843642432
20.400000000000002,-9.992377931466818,15.618031075441277,-4.681154904265636,-1.7723124851122538,-1.259319996660986,-0.024233518803290555
20.6,,,,,,
20.8,-11.226585727301334,15.887333192559778,-3.846425741524543,-1.8341256819696619,-1.1015938226011166,-0.1882277035358859
21.0,-12.774612572098356,17.161193048907705,1.0659676236138969,-1.5925751396747014,-1.2673409393767527,-0.22917600647013764
21.2,-9.01224836838809,16.35652678337609,-1.4593335323844627,-1.8001453765655158,-1.2208604423082539,-0.006136452545225386
21.400000000000002,-12.29241415806998,17.101397302493215,-1.8269248748136584,-1.4851790261625,-1.2989306255155482,-0.06775879626279618
21.6,-12.587308141284026,13.259694891997032,-4.174626196919144,-1.4340029707232917,-1.4189576088859066,-0.06757527079743365
21.8,-14.796271524797296,15.73970814106202,-2.744544800825836,-1.5379674167818416,-1.4580919451614966,0.014065099248098775
22.0,-6.926666691598532,15.832721440675204,1.9379752005188915,-1.555998727244938,-1.2879069104757268,-0.06368567155443589
22.2,-9.979077946684914,15.641047121908116,-2.098150291538002,-1.5906146267965109,-1.2418162252897111,0.07199856760698348
22.400000000000002,-16.240747615282494,12.784792680635986,0.10136040052616524,-1.38775606422181,-1.3818162389787052,-0.07178421231870978
22.6,-13.615331928550233,12.387142053237147,-2.5181134685022184,-1.561343971799443,-1.591298861316332,-0.0531571646902757
22.8,-13.75574596927384,13.752962776337025,-2.591477163379343,-1.3136933386937575,-1.5293160262368806,0.10714053069528379
23.0,-14.99987771580149,7.3437930111186525,-1.9435257350326496,-1.319098712955684,-1.3962034396907794,0.10203800435485166
23.2,-17.78561084523596,13.977101277712533,-1.6436402426458783,-1.347228085450356,-1.7153230077864612,0.2247234222887451
23.400000000000002,-13.539249065734555,14.643944951281526,2.3345414516431138,-1.2285456561226855,-1.571339865581603,0.060498629851007055
23.6,-20.63170412553645,12.107810203485629,-7.048344987276733,-1.4789786235957392,-1.5991713950972608,-0.005197652187388116
23.8,-14.70385690402427,11.67440675630069,-3.1032278388834413,-1.4302596643328926,-1.7166694960947462,0.08042239686813903
24.0,-15.512793641563974,9.123566600634682,2.7175075220915037,-1.1937067282199048,-1.8122342542818528,-0.07148811735357213
24.2,-17.034025640042916,11.605604528452027,-2.195879071554744,-1.2255831454386452,-1.6627366837049988,-0.006288779082830459
24.400000000000002,-14.35240018779814,8.062319372098726,0.22679554924412315,-1.203463738867677,-1.725640597441634,-0.000886741558635537
24.6,-18.182970176073944,9.441952620279485,0.38882832797500466,-1.3228958749464224,-1.737283183646923,-0.08549556112306558
24.8,-17.777791991010666,11.894994739499047,-0.19127285050793796,-1.051937548933453,-1.8135704413281857,0.07415559329004337
25.0,-18.193347936649047,10.582349783655019,-2.941790626579739,-1.1574886391146082,-1.8469980438122011,0.016855708257738453
25.2,-17.575047785610312,10.81928710088434,-4.080540152160235,-0.7241931265848465,-1.9157193358376121,0.21607655769748596
25.400000000000002,-16.623338525733104,10.060079003347232,-5.36479720836355,-1.0268454237958122,-1.8317484287290833,0.12029104949432916
25.6,-19.779429107695606,7.16400045463764,-2.7040306596556745,-0.9477811265150634,-1.895650537107965,0.1513764719739986
25.8,-20.486268967563273,10.863484736857298,1.1103132624184167,-0.7541073244625938,-2.0081890037732153,-0.04332222448118314
26.0,-20.24060234680026,5.249307841831403,-1.5196369375459615,-0.934909558722341,-1.9005370340762664,0.11055966143868277
26.2,-15.111791439751517,13.13581143374984,-3.1153928568419316,-0.6574096278768926,-1.7887686032679488,0.10107124228111712
26.400000000000002,-24.28292908062389,3.6437878174596543,-5.825241283861114,-0.6165064012107457,-1.905258936961224,0.07979364028558425
26.6,-17.703540910224557,7.215260479005302,-0.7638648958605905,-0.7420222546165435,-1.982351547117472,0.08494552675146176
26.8,-16.072701259784502,10.649680186231075,0.865093943861307,-0.7521716032511286,-1.9327571835390331,0.12414897194903143
27.0,-17.18314709490114,2.4951941880212143,-2.44705642775574,-0.675481385428741,-2.0126091582770664,0.1526246201106421
27.2,-15.684335972372718,4.406485095000853,1.65710281835538,-0.513278272546407,-2.0876502605873797,0.19748544663559203
27.400000000000002,-18.954799420308404,7.336361245027321,-3.2156523965344475,-0.7145307340898589,-2.0694135498343846,0.048400406315744965
27.6,-17.463828388206373,3.3751040415871416,-0.3871435757419026,-0.3590581861806803,-2.015206725308218,0.1409512576536778
27.8,-19.54432165655682,7.547112659753234,1.190911212697141,-0.6519443523210486,-2.172997377751873,0.2727604161645901
28.0,-23.977228523394963,2.1322334740308535,-2.4032040412675606,-0.39998242585442084,-2.192723818428503,0.04769923583248431
28.2,-17.916396364032547,2.5092241404744255,-3.459662149612945,-0.20765030666351447,-1.9217706599037971,0.22426680055523876
28.400000000000002,-23.1315391519724,5.153758906092314,-5.841571121205552,-0.33767435995489875,-2.0818694020842874,0.07204009074600157
28.6,-17.147603833541478,-0.2956191635756453,-1.6973578654421373,-0.21991841851429583,-2.0914764621293673,0.2735306044777078
28.8,-22.76355295033001,0.20877323448835483,-1.0559202840911754,-0.3029190572115825,-2.0415791687060776,0.15483414666492054
29.0,-20.232261914412664,-1.7752946852461586,-1.4292477226185358,-0.2119724136809918,-2.0031785045992345,0.15133840297955528
29.2,-19.671773558389578,2.843436378558512,-5.439583656774684,0.026704841670311202,-2.144846524315048,0.2201512970749743
29.400000000000002,-21.15763300624732,-3.8782344142792415,-1.5212532943270607,0.0067000142021482745,-1.9452342826458815,0.25452138342785663
29.6,-21.05861360011828,2.4103694825007533,2.266207971905864,-0.06081679048768672,-2.0856574495994553,0.3443408490800921
29.8,-22.550089193339645,1.1545043288456778,1.553775902770304,0.051865406272705666,-1.9849757096572518,0.3727030183657636
30.0,-21.867622997592917,1.9325137232601415,0.33991843862691823,0.04579718054825534,-2.1350918439895414,0.2445675086711759
30.2,-20.67925466974846,-0.0644428207691467,-3.8667531517507525,0.04947297302389161,-2.11284267097817,0.16882563534548875
30.400000000000002,-19.63129679067976,-2.952021490406031,0.23942620022268513,0.1424737574050176,-2.0287998058596,0.13910385935187536
30.6,-20.975083965888587,-0.5348298572237549,3.2303398916144435,0.16310718769757648,-1.9279359150214934,0.13313624086803144
30.8,-19.61200987877483,0.8275740904178537,-2.2237661308428573,0.3121535407054354,-2.174501668764476,0.24263850528526096
31.0,-16.306238238121903,-4.622397079111876,-2.717772528923035,0.04082295616181433,-2.018942493234411,0.18278247785635274
31.2,-20.5293692833986,-3.617814366364194,-3.457602938063531,0.08801612525945693,-2.1249994217435684,0.3794788116441353
31.400000000000002,-22.60505681955683,-11.90730442106053,-2.7999862599802565,0.3629486049341887,-2.0606283071479687,0.25353411840713425
31.6,-21.369521427805083,0.389244130324212,2.440333394197979,0.4502648134580739,-1.912700160471906,0.16869042930144493
31.8,-18.836995084976607,1.6655928621822103,-3.7447988051061305,0.4517330680370722,-2.0097905421187923,0.20539718087362058
32.0,-19.73220110585095,0.9303721040870334,-0.4548844816335649,0.41680275749665185,-1.888227038106968,0.2176360042017676
32.2,-21.541027843962436,-2.523672103746961,-0.5025272220645239,0.35651719864558773,-2.329557521751271,0.28301500961009857
32.4,-16.223412621755404,-2.8950706002396207,0.4872807143997028,0.47782237397736416,-2.0438151896312617,0.22431763640355828
32.6,-16.811819276147574,-5.967265753174825,1.3678349572861626,0.8093056022751719,-1.881868093433794,0.15647696991574023
32.8,-17.683282360182588,-6.754478022602638,4.8825045465187324,0.6784195139545085,-2.0652361190308297,0.2518325133624053
33.0,-18.84616709870821,-5.456220315205853,-2.1154057057882545,0.5649382340360789,-1.9736256116159003,0.19103630074561656
33.2,-20.4988822456111,-6.170122717788629,3.414133660202472,0.5836205131591322,-2.0367479855163655,-0.053307331841468714
33.4,-15.213312697274478,-9.623140699408108,-0.759704409688317,0.6921250354413826,-1.851481574010191,0.3584353628292056
33.6,-21.67015251090352,-6.128459076095347,4.902417625304348,0.9201652754818124,-1.9858901400723319,0.15198720362994222
33.8,-18.83219598414659,-7.604375706727511,1.760271260320348,0.8044878473531062,-1.9516969594637998,0.24396904761700347
34.0,-19.4435844886179,-11.188003597150308,4.136196627313566,0.7967228950374493,-1.76808540650407,0.15401671297607122
34.2,-17.710908073821766,-9.886037347603118,9.053843495782973,0.7751546497626062,-1.9047864098540175,0.18140383137241847
34.4,-17.921323675878398,-13.172754185979585,3.2300819943893044,1.028934887141385,-1.8005516383128857,0.09500296031030683
34.6,-22.32792607662081,-8.10089107172229,2.740959684831115,0.9184800052220011,-1.6830135826586148,0.12218320613587018
34.800000000000004,-14.076416566153021,-12.140845646284857,0.9544997202511627,0.8956179086439087,-1.8938737611192333,-0.08398292862843354
35.0,-17.493193398615222,-7.835610019195018,2.8176582845752627,0.884315780645809,-1.8667790328592229,0.02514810455146428
35.2,-15.81030331118477,-7.313475217259498,1.21703305951354,1.0162969093345164,-1.7144465714637727,0.1844425682368446
35.4,-13.229742936223698,-10.93737525900619,4.048306865904866,1.0057682946054982,-1.579202372143036,0.09923965108845059
35.6,-17.897209539467887,-9.58025325629398,4.7391041532348135,1.1597996136161601,-1.8236593667916,0.051126319643308285
35.800000000000004,-19.128164994426534,-9.053396815158564,2.3214532851034395,1.398160469957903,-1.8279361943459258,0.09973559371478367
36.0,-11.084350986972975,-12.415438400821584,2.6358486071628526,1.176811226990588,-1.875367533119276,-0.08886640468326686
36.2,-16.32078203251019,-10.43487877573081,-3.531675772861928,1.327338376178057,-1.8405130705866837,-0.06716951409953385
36.4,-19.19981766851268,-10.751543022529049,2.0134595055314883,1.3831171297030898,-1.5712501625985154,0.05368663076563922
36.6,-20.418910897959325,-14.333642160836698,0.9824951027968658,1.2172101243861175,-1.7319338720403685,-0.09315519814592821
36.800000000000004,-16.352638233592206,-10.739522754927211,5.119445772029561,1.3551520708265914,-1.5213314772288642,-0.011816243540366075
37.0,-20.457585902952353,-13.68131630346155,2.273414229102512,1.48990416216164,-1.3954346960316373,0.06100182654817189
37.2,-18.283446038708195,-10.558149980747228,2.92351218308196,1.3083754937811911,-1.5181497137651823,0.14850337537908181
37.4,-12.163170128025305,-15.107744825363755,0.05224979458270007,1.402278419389894,-1.5621701911594477,0.11837285117942489
37.6,-15.416829645180469,-14.564532218319577,0.9357936879497024,1.35278678831651,-1.4455261300765583,-0.06614741432864484
37.800000000000004,-11.427051127702425,-7.914263113862666,3.452455900788146,1.4834660707355674,-1.2633775347875709,-0.061239327907784316
38.0,-18.250723745057684,-14.475216130516523,-0.9804535263303544,1.5685980741938665,-1.2982765085157109,-0.15010584808346594
38.2,-14.087593433727635,-15.228951102336099,1.330690874328715,1.6690436614089035,-1.413334805172696,-0.1586144563646091
38.4,-15.336098304303755,-14.105416096268835,-3.020145332567644,1.564523584544771,-1.3287994250096018,-0.01523199993296865
38.6,-11.457063059966584,-17.92896178777031,2.6439037362576716,1.5664620937064129,-1.3225332467167752,-0.18710540681939636
38.800000000000004,-15.45369738489501,-15.351869093085307,5.369608652546567,1.5974701305316337,-1.4024693371929713,-0.06425032931568324
39.0,-13.242426954669625,-17.721892571095736,2.9833617107652253,1.610651052270614,-1.0235833634910028,-0.026428516653282046
39.2,-10.886597493025123,-19.877319587365704,4.643631792744709,1.557183294739643,-1.2699270697903005,-0.0027592289237943074
39.4,-9.045458607128378,-13.453198013123616,3.2084800166090996,1.768925857684107,-1.316125434929575,-0.1598862969135814
39.6,-5.997010285869794,-21.568083043133683,5.619438477147296,1.832685395311555,-1.0851096022342055,-0.03155607854022351
39.800000000000004,-11.335343623825485,-18.467207651091215,-0.013723604490672558,1.7634708573285087,-1.1706111226394025,-0.22463457276869303
40.0,-8.726623752010143,-15.31989991966384,0.5661925444777938,1.90875746528776,-0.8528409307548556,-0.07701924849152558
40.2,-8.95112841466233,-10.616525425645566,0.013960376719745593,1.928911474240337,-1.0888815163321601,-0.11430871116737329
40.4,-10.252117159485973,-14.174340781971635,-2.296482832737152,1.8497647852187498,-0.9318279385566364,-0.11176761975797041
40.6,-8.279913904726033,-23.952732527614145,-1.8556931151505005,2.153681068670448,-0.8512792543921572,0.0033025820476063894
40.800000000000004,-11.490778853957739,-20.287799904994838,-1.5769689216441969,1.9221482232370273,-1.1043415942041506,-0.08867014790353872
41.0,-7.632275129358357,-14.771297874715128,6.583939329114804,2.0228506900939895,-0.7125210851860606,-0.1468644429722682
41.2,-10.323861878083566,-16.616195113959662,4.4502063426534875,1.7872252225272178,-0.8405388210781959,-0.2915211663346623
41.4,-7.0601851680925485,-16.82430164542353,2.5191990013457257,2.076032888857852,-0.7256119198319081,-0.20391881187305366
41.6,-5.825109088706982,-20.587229610237657,-3.6779896564518313,2.0372516072523017,-0.5831339905499716,-0.08012871020037762
41.800000000000004,-7.449058668311674,-20.804705097103255,0.5476033726164597,2.177865816912116,-0.7773296276911198,-0.06683678204681785
42.0,-3.7767118242533373,-15.431942064966943,1.5523989430237557,1.845977123471682,-0.45781326282991486,-0.09663074974479251
42.2,-8.740677950333247,-20.11962722530775,-0.8241677697984142,1.9676579840539643,-0.7209208333823861,-0.22843941595861897
42.4,-5.068497541175468,-20.43013518613774,3.2927097051541754,1.9912938813304875,-0.5416077116154893,-0.18085028002061207
42.6,-7.093684445272718,-13.913081641628366,-2.7174047512418724,1.9652375107948663,-0.40510961503495485,-0.35345735044513527
42.800000000000004,-3.802725911235306,-23.497929724275245,3.5090049819208087,2.0963884294882824,-0.45968468536555235,-0.18829671800019263
43.0,-4.04102665971488,-19.048567518336267,-1.4296680404308417,2.1116402811613937,-0.5022250797443131,-0.2683071646234953
43.2,-1.0327478824076906,-18.038638183603112,-0.6272889329965236,2.0283414065789636,-0.4451078975744641,-0.21842978180509687
43.4,-3.376766512289573,-21.94572768209579,-1.7651369502345335,2.1370678319763514,-0.338237247540816,-0.19481780126468434
43.6,-4.459928146628524,-20.470329475414033,0.5824326270261265,2.095050319390244,-0.33897752126280045,-0.11015416580976982
43.800000000000004,-2.6174750043753785,-22.005271878308367,2.394983204465212,2.134428861982998,-0.26194148493131647,-0.3161119374450723
44.0,0.633203590093327,-17.60643527044985,2.1813408775062624,2.21385731786829,-0.15246995411760528,-0.14815110831732528
44.2,-7.929918209137142,-22.42601407741581,-3.3874512364222333,2.256971304151056,-0.10570647022230067,-0.2113610484085243
44.4,-5.6874195273053605,-17.100758108642726,4.488518547244599,2.0391969808771817,-0.1864698697284475,-0.18021723194906789
44.6,-0.8185873374918569,-18.804131789843662,-0.7308625744510998,2.189225115190828,0.010090214052799945,-0.34675196311459106
44.800000000000004,2.5053724158717636,-19.295547104321546,-1.2197975330678257,2.1863933276727243,-0.07349379445294721,-0.2680925350791963
45.0,1.40574179954566,-20.454094804357002,0.4889611346593283,2.131000428913455,0.07876782728695123,-0.3327615272041409
45.2,2.1521736706345638,-10.595225548058702,4.3817850577837305,2.115673211757799,-0.11825937845768911,-0.13006455315127344
45.4,1.2125554073615281,-22.3317828983103,-5.801193591881519,1.9815994571525597,0.10677885373359616,-0.24534832899944897
45.6,4.466422343134072,-17.16098139680058,-1.82057103977024,2.0332169213179823,-0.06853827290804765,-0.3477023637491754
45.800000000000004,1.4545836638945464,-19.40985492063406,1.1516348832173753,2.079531184336937,0.08224252108410175,-0.23836903428732154
46.0,6.226836706774133,-23.148078856303997,1.2683087753967888,2.004240364299691,0.1910960000431105,-0.32503510187782975
46.2,3.053725551590104,-21.11763417986003,1.5187720554631758,2.030264631931739,0.23570096140197178,-0.19990647734931333
46.4,2.6434204884679504,-19.986458460523362,0.20641198305888597,1.8894368690981584,0.31107801050383094,-0.31169026482084683
46.6,2.1904369276119455,-18.083931496418675,-1.651111114993567,1.9284555645425479,0.472414130586951,-0.1248371633115951
46.800000000000004,7.9729838923041125,-19.07491067843503,-2.4113486368855996,2.112397095854651,0.37037196781196796,-0.2528145611415047
47.0,4.930175015810638,-17.089200421780298,-4.751445610450926,2.197355717731125,0.4489346286871671,-0.2812194230800028
47.2,7.734661803610262,-18.620860489549646,-0.9651898286818417,1.9395778413643932,0.5093751520794763,-0.22239974786889266
