t,mx,my,mz
0.9,3.2279946373310464,-22.304359872183294,-41.808092910556304
0.92,3.1237091994641895,-22.36201295382417,-41.18004843273332
0.9400000000000001,3.121204935466447,-22.48303275802798,-41.34223676150381
0.96,3.0099393024479633,-22.1544119884333,-43.13759786686096
0.98,2.967223046601768,-22.705018456159106,-42.85302842190673
1.0,2.977241985035642,-22.118455074304663,-42.41658863547099
1.02,2.9069449579914264,-22.237320816360576,-42.82944424214244
1.04,2.8871095086608025,-21.59932925461622,-42.17214018941304
1.06,2.8067803505771227,-22.31339849357486,-42.02505158436305
1.08,2.7760317311403937,-22.431116023810905,-42.13074674913477
1.1,2.742469728870042,-22.414913521251524,-42.08365984594003
1.12,2.7009162132324738,-22.564739209017866,-41.92501811736216
1.1400000000000001,2.6046152690293667,-22.1131725127225,-42.69463992975298
1.16,2.556172145604906,-22.416129102204188,-42.36415888927981
1.18,2.5223969643130397,-22.43078932052469,-42.582828497421445
1.2,2.4688825404953048,-22.863705668255545,-41.90226462576814
1.22,2.4382880884094167,-22.506046982954025,-41.94113897071409
1.24,2.3764175997534713,-22.61301130547816,-42.01063834373107
1.26,2.3410430560967574,-22.356296822627446,-42.22904274105625
1.28,2.328779615102072,-22.437025670139686,-42.18247971352447
1.3,2.1804169689173842,-22.858210948740034,-42.828181506091504
1.32,2.2153398737975265,-22.54971626485547,-41.69357750741277
1.34,2.1603392437008235,-22.72619767564011,-42.432079695561576
1.36,2.137232219558124,-22.172581422287678,-42.033815978497174
1.3800000000000001,2.080503570290849,-22.780887990695835,-41.55148901400142
1.4000000000000001,2.01077346848862,-22.225872130408355,-42.012157719692084
1.42,1.9446935791461828,-22.383516540652305,-42.256565414992934
1.44,1.9111548392171467,-22.24349736640879,-41.22724689742017
1.46,1.9127760781312142,-22.323700003347227,-41.996463600524
1.48,1.8144292494277188,-22.470249832081972,-42.302617988420494
1.5,1.8118439066136909,-22.645173530050833,-41.35748879463049
1.52,1.7276125246083145,-22.28052182597945,-41.78524398847687
1.54,1.6716861832570231,-22.465180111285267,-41.83105921153482
1.56,1.6098092284173986,-22.632343542418926,-41.793846973662845
1.58,1.5666038155639992,-22.385813090290014,-42.18935610606973
1.6,1.5524091942467215,-22.90509206666491,-41.89531142817578
1.62,1.4742272469713422,-22.5935117926308,-41.92028855590374
1.6400000000000001,1.433669620650811,-22.54674646715212,-42.11578226787647
1.6600000000000001,1.3878973491367654,-22.865169621036465,-41.393582953463735
1.68,1.3511142887637124,-22.199709481306407,-41.87589056959657
1.7,1.3017957961651643,-22.32575617588583,-41.482382281926554
1.72,1.283847528686576,-22.578709565568552,-42.27767616479078
1.74,1.2010581302578578,-22.359405507325206,-40.95794717640055
1.76,1.1538046143569218,-22.91797911176805,-42.72635300193604
1.78,1.128395163778511,-22.329468007418807,-42.36471543529504
1.8,1.0724863781284684,-22.147913593619077,-42.15536993996073
1.82,1.045952599628415,-22.380811582908933,-41.943338247868496
1.84,0.9921668600137636,-22.330217839629242,-42.53986672146978
1.86,0.9083019529298064,-22.909154976204345,-42.37964150157487
1.8800000000000001,0.8735297446106389,-22.678503671012948,-42.015437957127126
1.9000000000000001,0.8249022322681581,-21.912838293979707,-41.91810057336338
1.92,0.7596723370077281,-22.551007634004858,-42.4146552357737
1.94,0.7229266495725802,-22.422008540181668,-41.92025978471799
1.96,0.685763622930214,-22.344269330287112,-42.46556397513269
1.98,0.6245746653162915,-22.59631077076542,-42.07200749205597
2.0,0.5786752919844124,-22.260801533035085,-42.20752030687395
2.02,0.5307447435060966,-22.373159008793788,-41.49353705792745
2.04,0.48345202028332573,-22.642241703988052,-42.207323658153406
2.06,0.4475145185753227,-22.639555760474796,-42.45203518773233
2.08,0.39320347849800824,-22.802959060960475,-41.847882064824375
2.1,0.3519250097803738,-22.38261051109172,-42.10123706126278
2.12,0.31133346483402313,-22.60843240395586,-41.41778968702899
2.14,0.2626322196410111,-22.182840353836557,-41.61091908212997
2.16,0.19237138821639,-22.423600026042823,-42.38932275504879
2.18,0.17662629695315174,-22.24972656975213,-41.82690402594048
2.2,0.1179664225655144,-22.4150471620752,-42.22692406137241
2.22,0.08264720677632419,-22.47962933014062,-41.7810634400888
2.24,0.023206314920992864,-22.603855169181948,-41.86217758628012
2.2600000000000002,-0.011485619388241445,-22.17222183464721,-42.98198824777031
2.2800000000000002,-0.07275994409633744,-22.663264806882015,-42.195358397425665
2.3000000000000003,-0.10531848668731102,-22.58733377079739,-41.703608684008536
2.32,-0.17184241599209138,-22.94437675229988,-41.850520808813215
2.34,-0.21784555382450455,-22.254770013897733,-41.62605371445105
2.36,-0.27389499322757827,-22.458191475827604,-42.75269764747155
2.38,-0.32116163039808354,-22.47017353789135,-42.4061746721163
2.4,-0.3670283055484328,-22.52600365034542,-42.42935616604842
2.42,-0.39827928655702766,-22.23563052024285,-42.69091484418796
2.44,-0.43857831395257507,-22.33899194129308,-42.558771770072404
2.46,-0.5043304861962331,-22.600575189448556,-41.552338367243
2.48,-0.538468249542253,-22.592522414222824,-41.797041468075996
2.5,-0.5964105895598341,-22.553729935727702,-42.128147060296044
2.52,-0.6445625347296169,-22.443440056164025,-42.03508730605928
2.54,-0.6943700117252043,-22.16862320060691,-41.91554500142985
2.56,-0.7238284490753906,-22.40453336946769,-41.58532484971642
2.58,-0.7734352416939604,-22.628941626037726,-41.52530243878075
2.6,-0.8280665444745728,-22.181278995598312,-42.21195808200699
2.62,-0.8707647246274349,-22.249497478567402,-42.23027396831014
2.64,-0.9264569743134937,-22.242657518051193,-42.68824465365536
2.66,-0.9801398176013363,-22.666364661942037,-41.72691710621226
2.68,-1.021716721166529,-22.751527190230455,-42.38681423162895
2.7,-1.073499418252895,-22.570427070712647,-42.0303427087456
2.72,-1.1176762532985454,-22.441878638651815,-41.594585823200916
2.74,-1.1368897436220589,-22.441872513376392,-42.83825597047685
2.7600000000000002,-1.226098807183694,-22.76277870658207,-42.263259334388806
2.7800000000000002,-1.2641499938731509,-22.313350690652886,-41.589254227277934
2.8000000000000003,-1.2879169302990752,-22.472801860291913,-42.10292877820513
2.82,-1.33380355614272,-22.369809324225837,-41.862637416195014
2.84,-1.4135857881094085,-22.531938583389916,-41.75093919410934
2.86,-1.4542519247611367,-22.30139785969307,-41.689241797716754
2.88,-1.5108123958658695,-22.30701452510698,-42.434862202405434
2.9,-1.5386187448545765,-22.859030189732277,-42.11717774871409
2.92,-1.6106537036343789,-22.66113301274435,-41.831638174053246
2.94,-1.6394599310986155,-22.728334372049893,-41.93255961986258
2.96,-1.7053201515368575,-22.23672030666086,-41.991807322126704
2.98,-1.735734323796907,-22.113142320543595,-41.80703064729575
3.0,-1.7685737119344391,-22.382803911473253,-41.00865420635563
3.02,-1.8229568908860538,-22.657585439037998,-41.46173851647109
3.04,-1.870766267429378,-23.061912514713775,-42.12315090963383
3.06,-1.9011454963994963,-22.68088848359918,-41.46335187143298
3.08,-1.9276203022086846,-22.340230442247844,-42.22287602060687
3.1,-2.0296847386659125,-22.267609163193487,-41.93316237191899
3.12,-2.0915226431951144,-22.219117077589427,-41.84215281958159
3.14,-2.1144679370562622,-22.62448924196362,-41.70902637638334
3.16,-2.153980389453587,-22.14714047366916,-41.225782424012884
3.18,-2.1992898629826323,-22.264808257412742,-42.66543336484515
3.2,-2.2157388456444513,-22.473514464034768,-41.582194917063504
3.22,-2.283625823601654,-22.112713422686163,-42.580778710024155
3.24,-2.3465249537999164,-22.508261834628197,-42.58418349903033
3.2600000000000002,-2.3699649041259767,-22.190321725505367,-41.477310461967285
3.2800000000000002,-2.436977155277122,-22.231510863211575,-41.59005865772108
3.3000000000000003,-2.48679090593237,-22.160490255871906,-41.70966369399737
3.3200000000000003,-2.547929624252737,-22.1724611037783,-41.844338002832934
3.34,-2.586830066558533,-22.158883405942056,-41.69416901134496
3.36,-2.612925213633579,-22.013726841394313,-41.568022465128706
3.38,-2.6716333812896487,-22.573291546738425,-42.60204752082709
3.4,-2.7516114771961453,-22.417331810670813,-42.2105701979626
3.42,-2.7396758676831916,-22.324983658116903,-41.82747004867034
3.44,-2.785960044239579,-21.94421707999677,-42.33777597395333
3.46,-2.837946713513279,-22.176025764291484,-42.107739420817886
3.48,-2.9096997945593723,-22.34569241883379,-42.06091805290418
3.5,-2.9759520455572144,-22.327805239487343,-41.97142655689775
3.52,-3.0057284800107102,-22.307134368136136,-42.63498131213513
3.54,-3.05127307364108,-22.205322172106307,-41.699460588376866
3.56,-3.064218632520715,-22.16147670202987,-42.09289007169766
3.58,-3.106757032338671,-22.162596116890025,-41.6660974422536
3.6,-3.1784720094939076,-22.26210846671031,-41.900924477121684
3.62,-3.2099901816458556,-22.107795372229198,-41.646726959440855
3.64,-3.2639698707397704,-22.384658793013152,-41.925941650114794
3.66,-3.3441280489760645,-22.00565222794603,-42.35986952397979
3.68,-3.3764727388641624,-22.092991961365758,-41.813542202993574
3.7,-3.445362283114427,-22.25928249951812,-42.43043064657579
3.72,-3.4668292810440264,-22.25547236350815,-42.21781128090886
3.74,-3.5099355651789677,-22.260610634209034,-42.129572603196415
3.7600000000000002,-3.565183511916026,-22.229102603773093,-41.94338926296458
3.7800000000000002,-3.656402497179955,-22.03532201100494,-42.28513781559154
3.8000000000000003,-3.676657264048846,-21.83471214953667,-41.77187314858727
3.8200000000000003,-3.739195233813468,-21.96053118195004,-42.25007720262132
3.84,-3.7785861140675068,-22.558099808053207,-41.85632377614093
3.86,-3.758346728652725,-22.16419623647184,-42.165076419608305
3.88,-3.796501576964752,-21.773527746750236,-41.76265383111049
3.9,-3.8836459712511444,-22.152243499075627,-42.722238139844265
3.92,-3.9131530284887,-22.24415617086661,-42.35113617146176
3.94,-3.9656169528819243,-22.08715571794967,-41.45645325931768
3.96,-4.066248690521051,-22.093671499649744,-42.0069609196149
3.98,-4.0351899904375355,-22.096460921953472,-42.24318637779719
4.0,-4.123256816390646,-21.63997801751152,-41.871922844761706
4.0200000000000005,-4.191707889354628,-22.118045249756086,-41.88920767524657
4.04,-4.129380232014399,-22.0489105625067,-41.89681013378269
4.0600000000000005,-4.256028680058456,-21.74427768941876,-41.87097172164189
4.08,-4.345419370224046,-21.4504294792016,-42.694817445495
4.1,-4.372192976139597,-21.56024245505591,-42.74893014629361
4.12,-4.461703643579558,-21.667381708691448,-40.982709022811996
4.14,-4.509864564566957,-21.857296765302852,-42.186430185922895
4.16,-4.527189005486323,-21.74028729516182,-42.395067924816615
4.18,-4.570935707468328,-21.720822349252867,-42.62279079528418
4.2,-4.571827606370578,-22.043708770645505,-41.89548099256363
4.22,-4.531921040264231,-21.793177792644414,-41.85784667512217
4.24,-4.5969871147145875,-22.040205869358925,-42.569833482066095
4.26,-4.6712443656614875,-21.713630857272467,-42.818723085889836
4.28,-4.826210336923161,-21.992843122836984,-42.11149044809169
4.3,-4.818921538803712,-21.885313179131924,-41.96403282426743
4.32,-4.827198276766662,-21.946736027351566,-42.44267289970666
4.34,-4.9313984589770055,-21.87928706013375,-42.72609540846783
4.36,-4.91079773978396,-21.54888755310784,-42.46337955215296
4.38,-4.9672909805009,-22.008243985607187,-41.59082456617021
4.4,-5.106268226531098,-21.851229644554348,-43.155210541962084
4.42,-5.076034783582917,-21.869726130364004,-41.698268850199405
4.44,-5.1462004490546045,-22.13545168346723,-41.335614681456306
4.46,-5.2030180931527825,-21.76679572817325,-42.32935950177172
4.48,-5.327965457473712,-21.74093774186475,-42.173916051485236
4.5,-5.199155581926021,-21.527326843347907,-41.50364308957301
4.5200000000000005,-5.3093526895207415,-21.932015614809906,-42.09851231949433
4.54,-5.412180095912824,-21.75522413815763,-42.97669475884681
4.5600000000000005,-5.439980330174888,-21.791352155923413,-42.43100877477018
4.58,-5.465592208460783,-21.54910612144096,-42.89831026501883
4.6000000000000005,-5.5258437488953485,-21.995621060899335,-41.752850377440865
4.62,-5.532014810177975,-21.085521828437773,-42.27064704563105
4.64,-5.5789940071673945,-21.32871578150638,-41.96813017224823
4.66,-5.722616542500488,-21.523798889655588,-42.05338363887985
4.68,-5.719435609546886,-21.73949817014744,-42.48808804626117
4.7,-5.8134980370931775,-21.833537800309582,-42.48042475311972
4.72,-5.851097783078904,-21.170735736103655,-42.69109255618747
4.74,-5.913323396651364,-21.499851962397297,-41.91863253596538
4.76,-5.770733337824807,-21.924442953961197,-42.0580703237471
4.78,-5.88800063385027,-21.740324930003474,-41.98024702335616
4.8,-6.0533731039899585,-21.553799087843554,-41.70414948816155
4.82,-5.93967694503789,-21.49473028155625,-42.30214992793027
4.84,-6.021887820775145,-21.72953386435928,-42.42630877695538
4.86,-6.050086909727071,-21.474450127824817,-40.99493739388694
4.88,-6.055172813455041,-21.42441623667024,-42.13985446753268
4.9,-6.169939426041987,-21.535284172270867,-42.04049148515023
4.92,-6.204448529075276,-21.24596434467779,-41.761621171927565
4.94,-6.295389760893064,-21.58847432275954,-42.2807440815455
4.96,-6.363550731426402,-21.230543209638295,-41.442787781025
4.98,-6.403316228842296,-21.220271132575725,-43.04199248688585
5.0,-6.438108036330491,-21.322284667747923,-41.73771084152182
5.0200000000000005,-6.500080643216043,-21.047096706022277,-41.21878322579362
5.04,-6.467609174245283,-21.459993240036447,-41.884984745378574
5.0600000000000005,-6.513693836661502,-21.341436166726517,-42.28841189416343
5.08,-6.6738308989378865,-21.112582202480088,-41.86412495766302
5.1000000000000005,-6.638118844254615,-21.357859760690587,-42.71478560695937
5.12,-6.630845349307801,-21.2922574242099,-41.42229912177059
5.14,-6.859607999935624,-21.17846638107565,-41.56144934251175
5.16,-6.772679875605088,-21.10956622950347,-42.06734579996549
5.18,-6.859813010677703,-21.062693694421874,-41.885980655426025
5.2,-6.988236895342179,-20.908712915894792,-41.27527578258568
5.22,-6.836354541608449,-21.412842240946684,-41.61989627130066
5.24,-6.941627008271391,-21.344512917260452,-41.606909702148336
5.26,-7.1433173580384866,-21.606728487661375,-42.17928355225969
5.28,-7.049603997099603,-20.99283104777304,-41.12593553611404
5.3,-7.159358969607654,-21.27024749066089,-41.77042880574606
5.32,-7.192519821018058,-20.88440760135137,-41.836737370327754
5.34,-7.0383156602443755,-21.12866155886429,-41.63523641769808
5.36,-7.307933766667101,-21.34889582740145,-41.626666205988904
5.38,-7.269962572967613,-21.02381685047923,-42.75808629531562
5.4,-7.323491902101816,-21.202765453982316,-42.61748881421041
5.42,-7.32746020825244,-21.2128259287969,-42.31218879460795
5.44,-7.596566832499083,-21.321434896014416,-42.2127552994377
5.46,-7.531803450209334,-21.21398233397761,-42.09195135169209
5.48,-7.4255199696448795,-21.16818873229877,-42.26231297870022
5.5,-7.56814905924077,-21.11299626481466,-41.79148222235423
5.5200000000000005,-7.677321913278568,-21.63993979810796,-42.68161261683241
5.54,-7.545154804489574,-21.05064141474701,-42.25675827094346
5.5600000000000005,-7.7100885184548815,-20.86654856185198,-42.2810391562967
5.58,-7.686386164207038,-20.883064892180297,-42.34923682573917
5.6000000000000005,-7.847586758044651,-20.995583662353994,-41.95630004436827
5.62,-7.897834496218025,-21.153945117141923,-41.971372977962545
5.64,-7.852009202920029,-20.69575356188098,-42.248408567883864
5.66,-7.986435824052101,-20.594660496859625,-42.36486551537762
5.68,-8.014294579581255,-20.797545722007666,-41.94643264324784
5.7,-8.066515859830917,-21.197989134081812,-42.18603465879311
5.72,-8.035117257209551,-21.041934478423723,-42.06179621809849
5.74,-8.163700372623277,-20.876302008443584,-42.12218270879751
5.76,-8.1514211545277,-21.18197535133223,-42.371213751552126
5.78,-8.115088836105324,-20.486265736107462,-42.669920584596355
5.8,-8.279321760252445,-20.815484475286972,-41.248263475539225
5.82,-8.28409109348023,-20.679917996286378,-41.644977330243215
5.84,-8.28596481850778,-20.642478266659044,-41.73142157236525
5.86,-8.302113211680256,-20.73303930035842,-41.56172677104817
5.88,-8.53119748752491,-20.446411463087692,-42.51696650442723
5.9,-8.375762888933668,-20.592757931257875,-41.968201358952754
5.92,-8.531510632665128,-20.606809387082727,-41.8999287872358
5.94,-8.529845461663992,-20.825285474265378,-42.118344409740516
5.96,-8.713075523984509,-20.52392022877784,-42.24408638182883
5.98,-8.66002927326684,-20.79855637347484,-42.33120813712139
6.0,-8.658819684529163,-20.554760259889818,-41.40608220169513
6.0200000000000005,-8.68993716477609,-20.614155618195547,-42.70000990690688
6.04,-8.955260716467484,-20.116961322846564,-42.05782713596029
6.0600000000000005,-8.73128557222897,-20.460328332818644,-41.423190315693915
6.08,-8.97916212799973,-20.801085893924462,-41.83273589093322
6.1000000000000005,-8.869447138844507,-20.69176744180507,-41.95917347377503
6.12,-8.83396772336373,-20.55145419863245,-42.32572772336736
6.140000000000001,-8.94857416644311,-20.45420207141347,-42.3143877365548
6.16,-8.843986704909272,-20.177571776671538,-42.37800958650714
6.18,-9.115970363886628,-20.642627294918213,-41.70564020121504
6.2,-9.099006897805689,-20.584316174825986,-42.68235959028284
6.22,-9.129638428854063,-19.983559735522103,-42.03036989837047
6.24,-9.14558369795931,-20.330371019621605,-41.94242067402327
6.26,-9.202115898140528,-20.55136009440637,-42.15012287859224
6.28,-9.165220731153603,-20.021348279767796,-41.68933016084756
6.3,-9.252606325839665,-20.437303792972664,-42.06350495320045
6.32,-9.371970321719283,-20.709533634658243,-41.81193251132584
6.34,-9.350164378867238,-20.090953905043648,-41.61256970710122
6.36,-9.679483850378494,-20.135683813519147,-42.43143961504883
6.38,-9.32031187965988,-20.51122993199433,-42.69563202157222
6.4,-9.587895215066593,-20.0222307466724,-42.445773764739485
6.42,-9.512915138857512,-20.235818897525565,-41.72682981521172
6.44,-9.525564972461947,-20.21538543986066,-42.493632717552686
6.46,-9.81637868170894,-20.16201617486906,-42.39546145395701
6.48,-9.670649717398103,-19.983269747858262,-41.925767200217116
6.5,-9.751260723053045,-19.78756813432815,-42.49048742655302
6.5200000000000005,-9.915203220777277,-20.15175581713862,-42.247736852381315
6.54,-9.86538263021692,-20.044638143502183,-41.3821244398389
6.5600000000000005,-9.815002435905098,-20.40411183219725,-41.7945669034446
6.58,-9.73944099967381,-20.123969898704836,-42.80597392749121
6.6000000000000005,-9.937945577223829,-20.076416800969618,-42.44387926628569
6.62,-9.858059895934561,-20.064618949182677,-42.10810091379369
6.640000000000001,-10.05163461537859,-20.08729106640208,-41.67273221222667
6.66,-10.24386513021243,-20.544459185548057,-42.51931318436928
6.68,-10.01807116565676,-19.62130410433485,-42.36094213779557
6.7,-10.198729554089418,-19.701890972385968,-41.926799038322294
6.72,-10.013516779301288,-19.637516752254523,-42.350818101141385
6.74,-10.313850790213777,-19.9608924202129,-42.309201085139215
6.76,-10.328008381643615,-20.176868045279242,-42.17956876244781
6.78,-10.458161977314498,-19.76432443197212,-42.3448129084035
6.8,-10.285474034453912,-19.642463171440564,-41.765759682292284
6.82,-10.219190619008602,-19.45465861588311,-42.4118969073069
6.84,-10.382677683364284,-19.27883089913021,-41.74406759894538
6.86,-10.527878689401385,-19.656050057521803,-42.61184713252238
6.88,-10.535354379805593,-19.564543391239965,-42.704124461168774
6.9,-10.647417056392541,-19.412388526739097,-42.31731693938158
6.92,-10.561697274147203,-19.450043841267462,-42.2159571747864
6.94,-10.788973958159529,-19.571613265282366,-43.21650952941232
6.96,-10.736756175640728,-19.303671226586236,-41.8416521394051
6.98,-10.753010121021191,-19.730355149030533,-42.10607643971951
7.0,-10.701613930485939,-19.562631237492617,-41.817703675544195
7.0200000000000005,-10.866600347943908,-19.39184750333628,-42.26172519018801
7.04,-10.741250912551555,-19.31522007751387,-41.88497901889169
7.0600000000000005,-10.90925630483846,-19.433189837562868,-42.511671829066856
7.08,-11.15888563739641,-19.832172472806572,-42.47270563114909
7.1000000000000005,-11.050697994318947,-19.446856528889338,-42.38652107094833
7.12,-11.201677812167157,-19.38773962823542,-41.810285384149324
7.140000000000001,-10.950850045116578,-19.33212813442239,-42.57941251790153
7.16,-11.19304234546799,-19.544238117102942,-42.222796388806344
7.18,-11.10606484286349,-19.10071191958648,-41.63327529380838
7.2,-11.238351506344088,-19.190074236482637,-41.79655511446572
7.22,-11.075681790229769,-19.345270954986677,-42.908330169782424
7.24,-11.307851626572086,-18.73768781026081,-42.418593508223516
7.26,-11.415243432255082,-19.314827275904705,-42.22944169200157
7.28,-11.235152652514156,-18.91298854259451,-41.502575526556214
7.3,-11.603320824135363,-19.07349582558905,-41.86022821599238
7.32,-11.676576338924798,-19.10940220691748,-42.352373262872916
7.34,-11.111574049843291,-19.036609195085994,-42.48552432835928
7.36,-11.499982969665046,-18.946365102765682,-41.712474698353084
7.38,-11.709730716047124,-18.99292013861015,-42.66553035461668
7.4,-11.436536592211361,-19.107468314813143,-42.0988973846084
7.42,-11.76924482458098,-18.999391319853,-41.66591261772128
7.44,-11.55847262116944,-19.35048164716641,-42.20184035117676
7.46,-11.628491259615725,-19.02168622342762,-43.09422618072303
7.48,-11.80653161283923,-19.05289941794022,-42.22948192980097
7.5,-11.672765709848296,-18.855848405459035,-42.931888300652076
7.5200000000000005,-11.710313873941729,-19.36357629712362,-42.549681191612876
7.54,-11.80916165600336,-18.857484690753815,-42.29409025345985
7.5600000000000005,-11.677551795914997,-18.755977065311217,-42.664715989487405
7.58,-11.930026145291324,-19.215629984552812,-42.44718759263338
7.6000000000000005,-12.06559320240357,-18.49652529194824,-42.484607328782054
7.62,-12.019841572089652,-18.67213380003512,-42.36217733992626
7.640000000000001,-12.014244419179152,-18.55054250539329,-42.030042381883014
7.66,-12.145520075218409,-18.6847460826684,-41.87270147832818
7.68,-12.34948022976727,-18.863991311812104,-42.52360952124872
7.7,-11.985461765020299,-18.682066348630542,-42.69231368015686
7.72,-12.364888462703307,-18.46865009596092,-41.29613535671324
7.74,-12.10220923004307,-18.41606138504169,-41.92513325909307
7.76,-12.510935168275887,-18.644561066220763,-42.071356616658456
7.78,-12.313391604329547,-18.39749634856037,-42.16911828005798
7.8,-12.330604455278824,-18.58484034265725,-41.79334271256946
7.82,-12.45647105319644,-18.90389479710208,-42.27762778242611
7.84,-12.400754994502867,-18.328192818270622,-42.16273758149536
7.86,-12.374424468306914,-18.370285262707004,-42.503489515987674
7.88,-12.580507654433475,-18.62823582558179,-42.58303822922177
7.9,-12.617143054277221,-18.20295296867028,-42.20078913358543
7.92,-12.58378908509766,-18.406369920264865,-42.37521365319611
7.94,-12.524552899319726,-17.976632343478915,-41.719158272036054
7.96,-12.604972168471326,-18.374319534278882,-42.30001753025625
7.98,-12.904552158448888,-18.34460031796336,-42.55578440347787
8.0,-12.517284187090794,-18.25928356778145,-42.757236748020745
8.02,-13.011494235768765,-18.222937726476214,-42.19318383476389
8.040000000000001,-12.824300955077145,-18.05459531140549,-43.20861080089435
8.06,-12.839947412002214,-18.14622939468165,-42.971679720699925
8.08,-12.993747928050942,-17.846606467300884,-41.95172460090433
8.1,-13.103579651857846,-17.88103085565271,-42.12177486110324
8.120000000000001,-13.024676432102126,-18.13920560940428,-41.57884317649756
8.14,-13.274125266782374,-18.303508590313093,-41.95165114714081
8.16,-13.244577049125333,-17.681364568597434,-42.274771176647505
8.18,-13.320952989742453,-18.056505651057453,-42.503230049018114
8.2,-13.227784856729828,-18.05289667320153,-42.34784267299398
8.22,-13.04185469740683,-18.02957945811627,-42.56425533646554
8.24,-13.327399885203208,-17.815225313339745,-41.76271543705802
8.26,-13.390426792685167,-17.8183457621899,-41.78297079562925
8.28,-13.26754856310419,-17.934844475654394,-41.950169371556385
8.3,-13.431768860513312,-17.65967075554862,-41.048753328438515
8.32,-13.741216412865487,-17.727540126759468,-42.30611746921321
8.34,-13.382396327691133,-17.633467661605806,-42.44225310205051
8.36,-13.516210728894201,-17.656978905172412,-42.43935864460087
8.38,-13.743501327780088,-17.67979652491898,-41.80478605558373
8.4,-13.57682787779245,-17.641288584279675,-42.121208595390655
8.42,-13.476527352442982,-17.69343980356614,-42.29461489580843
8.44,-13.585348335893924,-17.338829297575984,-42.65124440545177
8.46,-13.84822478012761,-17.53599229979773,-42.14975000344371
8.48,-13.737574906140175,-17.728390910058458,-42.072124563456356
8.5,-13.759225381973529,-17.43301873705974,-42.42729968851459
8.52,-14.044966005018445,-17.43943466187829,-41.34234573365373
8.540000000000001,-13.84313265168977,-17.40348825747359,-41.96931965510288
8.56,-14.045533245682677,-17.37539800406051,-42.728158480082875
8.58,-13.989792089902437,-17.297439855174446,-41.246444143573385
8.6,-14.242515008125018,-17.550006189713592,-41.53337803519509
8.620000000000001,-14.088261201277636,-17.281106123261793,-41.90251124877743
8.64,-14.124798980164673,-17.540880904907638,-42.120348743040246
8.66,-13.981239934903034,-17.390293307060453,-42.50459971972657
8.68,-14.021497788459682,-17.16632682871933,-41.63384788549694
8.700000000000001,-14.218183033884664,-17.369464414431388,-42.38894177084012
8.72,-14.32391529926389,-17.354292232546996,-42.0165626370985
8.74,-14.475719508133146,-17.064726497690987,-42.61981551005933
8.76,-14.329181231688219,-17.18049529365505,-42.020979483447015
8.78,-14.341639867637854,-17.28695943380161,-41.36885141354258
8.8,-14.471957661836312,-16.848639151515034,-42.05037152625781
