t,pressure_hPa,z_true
0.0,1013.6079228090466,0.0
0.04,1012.5978381095985,0.016754964829541225
0.08,1012.76344881907,0.03350875373796272
0.12,1013.8725261214706,0.05026019088667495
0.16,1012.7429449903876,0.06700810060214298
0.2,1012.5528154638376,0.08375130745839926
0.24,1012.4368869320712,0.1004886363595391
0.28,1012.8997589148061,0.11721891262219299
0.32,1013.5820358200505,0.13394096205796976
0.36,1013.3495036252946,0.15065361105586542
0.4,1012.6043760892536,0.167355686664631
0.44,1013.0865678669313,0.1840460166750943
0.48,1013.547780675773,0.20072342970242976
0.52,1012.790424440361,0.2173867552683702
0.56,1013.1374562203756,0.2340348238833549
0.6,1014.0819261255974,0.25066646712860846
0.64,1013.2590860031681,0.2672805177381446
0.68,1014.0240408538591,0.28387580968068876
0.72,1012.8294101920277,0.30045117824151407
0.76,1012.9881299125103,0.3170054601041854
0.8,1013.8260771491662,0.33353749343220457
0.84,1013.2263132083838,0.35004611795055207
0.88,1012.5706856565453,0.36653017502711954
0.92,1014.1989453696543,0.382988507754026
0.96,1013.3468638080384,0.399419961028814
1.0,1014.1340508530752,0.41582338163551863
1.04,1012.860042537018,0.4321976183256041
1.08,1013.1030939761504,0.44854152189876234
1.12,1013.5370517966269,0.46485394528356794
1.16,1013.9029634044815,0.4811337436179833
1.2,1013.7132727198144,0.4973797743297095
1.24,1011.9882609164829,0.5135908972163755
1.28,1012.8553362889799,0.5297659745255614
1.32,1013.2760780883227,0.5459038710346504
1.36,1013.5900863486469,0.562003454130502
1.4000000000000001,1013.0175026358637,0.5780635938889432
1.44,1013.0005812492419,0.5940831631540697
1.48,1013.3066566712937,0.610061037617355
1.52,1012.7718743197825,0.6259960958965564
1.56,1012.8769454646387,0.641887219614419
1.6,1013.2938423299144,0.6577332934771665
1.6400000000000001,1013.1840768649706,0.6735332053527766
1.68,1012.6085747805048,0.6892858463490341
1.72,1013.3093400935815,0.7049901108913569
1.76,1013.3890570070457,0.7206448968003893
1.8,1013.8571117475861,0.7362491053693558
1.84,1013.1229292260136,0.7518016414411735
1.8800000000000001,1013.7067792285643,0.7673014134853126
1.92,1012.1253133498689,0.7827473336744047
1.96,1013.1043771889049,0.7981383179605903
2.0,1012.8696178685697,0.8134732861516003
2.04,1012.8821951029827,0.8287511619865683
2.08,1013.3493409776224,0.8439708732115655
2.12,1012.2240362052671,0.8591313516548565
2.16,1012.3036284058987,0.8742315333018658
2.2,1013.4332472285034,0.889270358369855
2.24,1013.228200750331,0.9042467713823015
2.2800000000000002,1012.7782508127435,0.9191597212429757
2.32,1013.7929495054163,0.9340081613097104
2.36,1013.6705393664225,0.9487910494678584
2.4,1013.3125371216075,0.9635073482034304
2.44,1012.4221711693868,0.9781560246759124
2.48,1013.7824182159633,0.9927360507907537
2.52,1012.1685811556231,1.0072464032715216
2.56,1012.5645433626838,1.0216860637317196
2.6,1013.5235476408368,1.0360540187462604
2.64,1012.3793251809889,1.0503492599225914
2.68,1013.8181627211223,1.064570783971468
2.72,1014.0917116861658,1.0787175927773667
2.7600000000000002,1013.4584013254633,1.0927886934685382
2.8000000000000003,1012.7698009306375,1.1067830984866882
2.84,1012.4811083506697,1.1206998256562892
2.88,1012.3645893467965,1.1345378982535128
2.92,1013.2647927816204,1.1482963450747792
2.96,1013.1620195000138,1.1619742005049194
3.0,1013.2019028337844,1.1755705045849463
3.04,1013.7857149153575,1.1890843030794265
3.08,1013.4714563681175,1.202514647543453
3.12,1013.2148471797933,1.2158605953892108
3.16,1013.1169901774695,1.229121209952129
3.2,1012.563735881095,1.2422955605566208
3.24,1013.3304592737722,1.255382722581401
3.2800000000000002,1013.1948111999677,1.268381777524379
3.3200000000000003,1013.6210055794575,1.2812918130671231
3.36,1013.2005193714745,1.2941119231388885
3.4,1014.2510784948694,1.3068412079802108
3.44,1013.6634097064241,1.319478774206052
3.48,1012.1529146756003,1.3320237348685031
3.52,1013.1966854520083,1.344475209519032
3.56,1013.7185975048478,1.3568323242702764
3.6,1012.7711454489707,1.3690942118573772
3.64,1012.764651917213,1.3812600116988458
3.68,1013.9177175528032,1.3933288699569615
3.72,1012.5856263015099,1.4052999395976984
3.7600000000000002,1013.3828371236508,1.4171723804501721
3.8000000000000003,1013.0280965520403,1.4289453592656067
3.84,1013.4274622434816,1.4406180497758136
3.88,1012.7939290409612,1.4521896327511838
3.92,1012.75688296897,1.4636592960581822
3.96,1013.6362416539748,1.4750262347163476
4.0,1013.879323220627,1.4862896509547883
4.04,1013.0025579840645,1.4974487542681723
4.08,1013.3184384164588,1.5085027614722075
4.12,1013.5220593248687,1.5194508967586093
4.16,1013.1924248400347,1.5302923917495483
4.2,1013.4393259236082,1.5410264855515785
4.24,1013.9437609032244,1.5516524248090386
4.28,1012.4303350556942,1.5621694637569263
4.32,1013.5893267068828,1.5725768642732378
4.36,1014.1330560833588,1.5828738959307715
4.4,1013.5999293412768,1.5930598360483925
4.44,1012.4394435343524,1.603133969741753
4.48,1013.8862759149972,1.613095589973465
4.5200000000000005,1013.0651761032331,1.6229439976027218
4.5600000000000005,1013.3630776634907,1.6326785014343679
4.6000000000000005,1013.5784514220901,1.642298418267408
4.64,1013.7857735855708,1.651803072942957
4.68,1012.6309239826165,1.6611917983916251
4.72,1013.072304451854,1.6704639356803344
4.76,1013.1871635962797,1.6796188340585656
4.8,1012.6044525110447,1.68865585100403
4.84,1013.4359736486709,1.6975743522677635
4.88,1012.9281407393468,1.7063737119186406
4.92,1013.0917484504062,1.7150533123873044
4.96,1012.8011652529318,1.72361254450951
5.0,1013.3330903101727,1.7320508075688772
5.04,1012.7661674076381,1.7403675093390514
5.08,1013.0446718310847,1.7485620661252672
5.12,1013.0795785947402,1.7566339028053155
5.16,1012.8025624248769,1.7645824528699066
5.2,1012.177028552693,1.7724071584624295
5.24,1013.4399580940468,1.7801074704181048
5.28,1013.0725822768138,1.7876828483025275
5.32,1012.8996609507905,1.795132760449595
5.36,1013.0583701071525,1.8024566839988228
5.4,1013.4986491103022,1.8096541049320392
5.44,1014.1518005815332,1.8167245181094622
5.48,1012.2069828835081,1.8236674273051516
5.5200000000000005,1013.2877648107141,1.830482345241835
5.5600000000000005,1012.8416775816404,1.837168793625108
5.6000000000000005,1013.7909858112058,1.843726303177001
5.64,1012.4103424973007,1.8501544136689159
5.68,1013.1152602351093,1.8564526739539264
5.72,1012.9800100568766,1.8626206419984404
5.76,1012.5071116230367,1.8686578849132238
5.8,1012.7484208629949,1.874563978983783
5.84,1012.9099049199722,1.8803385097001004
5.88,1013.128996794662,1.8859810717857288
5.92,1011.8713759149496,1.8914912692262336
5.96,1012.9320476503924,1.8968687152969863
6.0,1013.4614566864742,1.902113032590307
6.04,1013.7533250433462,1.9072238530419519
6.08,1013.2383430385869,1.9122008179569447
6.12,1013.3507011674666,1.9170435780347517
6.16,1012.4637801049819,1.921751793393797
6.2,1012.9410651354741,1.9263251335953164
6.24,1012.4938663939043,1.9307632776665478
6.28,1013.024104156846,1.9350659141232598
6.32,1014.2701440097356,1.939232740991612
6.36,1013.8519275836446,1.9432634658293477
6.4,1013.5095502785612,1.9471578057463206
6.44,1013.2641019666686,1.9509154874243462
6.48,1013.0009121762662,1.954536247136387
6.5200000000000005,1013.4461012623384,1.9580198307650596
6.5600000000000005,1012.8292332703732,1.9613659938204713
6.6000000000000005,1014.1912799546946,1.9645745014573772
