t,range,z_true
0.0,0.9683286677999023,0.0
0.1,0.9756353243264735,0.04188483976671392
0.2,0.9206202674260423,0.08375130745839926
0.3,0.8705883658846423,0.12558103905862672
0.4,0.8180361473931294,0.167355686664631
0.5,0.8301626143714291,0.20905692653530691
0.6,0.7414891066783529,0.25066646712860846
0.7000000000000001,0.7003396242706991,0.29216605712482324
0.8,0.6744151421406825,0.33353749343220457
0.9,0.6712375678985771,0.3747626291714492
1.0,0.5971517603572742,0.41582338163551863
1.1,0.5778573893556903,0.4567017402213115
1.2,0.5486354394870911,0.4973797743297095
1.3,0.4583523445613665,0.5378396412305314
1.4000000000000001,0.4104447012010948,0.5780635938889432
1.5,0.3783804235831542,0.6180339887498948
1.6,0.3685068708315508,0.6577332934771665
1.7,0.29004014254151744,0.6971440946436304
1.8,0.27579042610209425,0.7362491053693558
1.9000000000000001,0.2385623044022348,0.775031172904206
2.0,0.1458571016188012,0.8134732861516003
2.1,0.15101987148218424,0.8515585831301453
2.2,0.1596222407434587,0.889270358369855
2.3000000000000003,0.09314166826845438,0.9265920702397235
2.4,0.04886850399372041,0.9635073482034304
2.5,0.012662446249126947,0.9999999999999999
2.6,0.05585913324026024,1.0360540187462604
2.7,0.059331417579910055,1.0716535899579933
2.8000000000000003,0.09080021912885694,1.1067830984866882
2.9,0.16058967326388437,1.1414271353688632
3.0,0.17093907536107847,1.1755705045849463
3.1,0.21579009385295592,1.2091982297247497
3.2,0.2586199444637318,1.2422955605566208
3.3000000000000003,0.2800456839850738,1.2748479794973793
3.4,0.2730542183949408,1.3068412079802108
3.5,0.3668428121343628,1.3382612127177163
3.6,0.35424488549694766,1.3690942118573772
3.7,0.433958762926406,1.3993266810267309
3.8000000000000003,0.44954149195939985,1.4289453592656067
3.9,0.4867564925008982,1.4579372548428229
4.0,0.47682469715307507,1.4862896509547883
4.1,0.5035420735369633,1.5139901113035126
4.2,0.5121478506554831,1.5410264855515785
4.3,0.5271680493517192,1.5673869146516795
4.4,0.6187833044149126,1.5930598360483925
4.5,0.632885734490507,1.618033988749895
4.6000000000000005,0.6818515782402215,1.642298418267408
4.7,0.6936689236042899,1.6658424814201989
4.8,0.7417476040674276,1.68865585100403
4.9,0.7245757590421935,1.7107285203210134
5.0,0.7190330932564396,1.7320508075688772
5.1000000000000005,0.7638539629499107,1.7526133600877272
5.2,0.7925846718988966,1.7724071584624295
5.3,0.8293001232086061,1.7914235204788258
5.4,0.8339975902831134,1.8096541049320392
5.5,0.8059004960002382,1.8270909152852017
5.6000000000000005,0.8270367168566274,1.843726303177001
5.7,0.8386635220390897,1.8595529717765027
5.8,0.8739774652847834,1.874563978983783
5.9,0.8692155217633697,1.888752740474962
6.0,0.9185249032085113,1.902113032590307
6.1000000000000005,0.9126408903255753,1.9146389950641345
6.2,0.9267739764729973,1.9263251335953164
6.3,0.9200928127132373,1.9371663222572622
6.4,0.9532305866720225,1.9471578057463206
6.5,0.9868516649364192,1.9562952014676112
6.6000000000000005,0.9463321605585573,1.9645745014573772
6.7,0.9790253041147094,1.9719920741410097
6.8,0.9816090339822992,1.9785446659259767
6.9,0.9618649687709221,1.9842294026289558
7.0,0.994149368058227,1.9890437907365466
7.1000000000000005,1.009052442374952,1.9929857184990087
7.2,1.0117240664051061,1.9960534568565431
7.3,1.0071406860239633,1.9982456601977168
7.4,1.0308721678067276,1.999561366949691
7.5,0.9899386315373365,2.0
7.6000000000000005,0.9985228033148509,1.999561366949691
7.7,0.989710977912461,1.9982456601977168
7.8,1.0081527812786055,1.9960534568565431
7.9,0.9807919342141875,1.9929857184990087
8.0,0.9987966019636313,1.9890437907365468
8.1,0.9751638239346383,1.9842294026289558
8.2,0.9665170219983281,1.9785446659259767
8.3,0.9730021260689362,1.97199207414101
8.4,0.9842244166643366,1.9645745014573774
8.5,0.9599651614039064,1.9562952014676114
8.6,0.9349610059101683,1.9471578057463206
8.700000000000001,0.9251359706307081,1.9371663222572622
8.8,0.9161451827686495,1.9263251335953162
8.9,0.8757262124236694,1.9146389950641345
9.0,0.8471906230081613,1.9021130325903073
9.1,0.9438665576760976,1.8887527404749622
9.200000000000001,0.8789403548220853,1.874563978983783
9.3,0.8853702806834223,1.8595529717765027
9.4,0.8381065199810638,1.8437263031770013
9.5,0.844844195805459,1.827090915285202
9.6,0.8366527666883519,1.8096541049320394
9.700000000000001,0.7539387894371532,1.7914235204788256
9.8,0.7390298874834501,1.7724071584624292
9.9,0.7539656456835961,1.7526133600877274
10.0,0.7288459133666136,1.7320508075688774
10.1,0.7305526480682936,1.7107285203210134
10.200000000000001,,1.6886558510040304
10.3,0.6655831621463587,1.665842481420199
10.4,0.638254545568226,1.6422984182674083
10.5,0.6049364673834331,1.618033988749895
10.6,0.6348258225365162,1.5930598360483927
10.700000000000001,0.5831812241700648,1.5673869146516797
10.8,0.5705526659663637,1.5410264855515785
10.9,0.48339668585300366,1.5139901113035128
11.0,0.4652351752921954,1.486289650954789
11.1,0.4711581907844513,1.4579372548428235
11.200000000000001,0.4366080368301914,1.4289453592656065
11.3,0.42469981681484814,1.3993266810267306
11.4,0.3463341166942128,1.3690942118573777
11.5,0.36138433343620274,1.3382612127177167
11.6,0.3079893627877064,1.3068412079802112
11.700000000000001,0.23021543730153737,1.2748479794973797
11.8,0.24175156002207274,1.242295560556621
11.9,0.18185695075209715,1.2091982297247499
12.0,0.16357581576618865,1.1755705045849465
12.1,0.1553641719019003,1.1414271353688634
12.200000000000001,0.09536764839560144,1.1067830984866882
12.3,0.07984680008676313,1.0716535899579933
12.4,0.029312382122537756,1.0360540187462604
12.5,0.025420286607321332,1.0000000000000007
12.6,0.059451816778648144,0.9635073482034312
12.700000000000001,0.08214312231220526,0.9265920702397232
12.8,0.14968751900528793,0.8892703583698547
12.9,0.15226797978522208,0.8515585831301458
13.0,0.1747270333972147,0.8134732861516009
13.1,0.24075362083463422,0.7750311729042063
13.200000000000001,0.25746882715551295,0.7362491053693563
13.3,0.30615356679941624,0.6971440946436307
13.4,0.37517518496097135,0.6577332934771668
13.5,0.3644008068885007,0.618033988749895
13.6,0.43041179388327433,0.5780635938889442
13.700000000000001,0.47401912349139164,0.5378396412305315
13.8,0.48610699342344654,0.49737977432970965
13.9,0.522842518850767,0.4567017402213115
14.0,0.5678273072052858,0.41582338163551946
14.1,0.6551218150157797,0.37476262917145003
14.200000000000001,0.6144314045439151,0.33353749343220435
14.3,,0.29216605712482296
14.4,0.7603245028171763,0.25066646712860907
14.5,0.7994028514036738,0.20905692653530747
14.6,0.8379699331391304,0.16735568666463146
14.700000000000001,0.8819411107922709,0.12558103905862716
14.8,0.9492087710201651,0.08375130745839962
14.9,0.9474490693405461,0.04188483976671422
15.0,0.9863476233696867,2.4492935982947064e-16
15.1,1.0365985434275988,-0.041884839766712846
15.200000000000001,1.067438127873107,-0.08375130745839914
15.3,1.120847437426474,-0.1255810390586267
15.4,1.1602540778847934,-0.16735568666463096
15.5,1.2186000494613887,-0.2090569265353061
15.6,1.259158973013665,-0.2506664671286077
15.700000000000001,1.2802705767008156,-0.2921660571248234
15.8,1.311045139896132,-0.3335374934322039
15.9,1.3410709096296376,-0.37476262917144865
16.0,1.4173471535888855,-0.41582338163551813
16.1,1.4796698831922028,-0.4567017402213119
16.2,1.4872605426784484,-0.49737977432970915
16.3,1.5747363651989055,-0.5378396412305311
16.4,1.5946154250990374,-0.578063593888942
16.5,1.6255883914565992,-0.6180339887498946
16.6,1.6938020543149719,-0.6577332934771662
16.7,1.7137678779387675,-0.6971440946436295
16.8,1.7317944748650682,-0.7362491053693558
16.9,1.7589336900179195,-0.7750311729042051
17.0,1.7974134789009015,-0.8134732861515996
17.1,1.865581348293558,-0.8515585831301453
17.2,1.9203990007641287,-0.8892703583698542
17.3,1.9084352226153856,-0.9265920702397229
17.400000000000002,1.9696419922969624,-0.9635073482034308
17.5,1.9927430008889664,-0.9999999999999994
17.6,2.0349984265198087,-1.0360540187462608
17.7,2.094620743873873,-1.0716535899579922
17.8,2.102739017578863,-1.1067830984866878
17.900000000000002,2.1130338858779982,-1.1414271353688639
18.0,2.156938340858117,-1.175570504584946
18.1,2.22548541531458,-1.2091982297247494
18.2,2.240289519498469,-1.24229556055662
18.3,2.2820710964794593,-1.2748479794973793
18.400000000000002,2.3016473767908985,-1.3068412079802108
18.5,2.3368626344070287,-1.3382612127177158
18.6,2.3703505053006633,-1.3690942118573775
18.7,2.3931906458400243,-1.3993266810267302
18.8,2.4467675625904506,-1.4289453592656063
18.900000000000002,2.4354257553146534,-1.457937254842823
19.0,2.4939754333957085,-1.486289650954788
19.1,2.545056327874006,-1.5139901113035126
19.2,2.5641590151932334,-1.5410264855515776
19.3,2.5642008927402022,-1.5673869146516792
19.400000000000002,2.591331676274133,-1.593059836048393
19.5,2.6134290729942347,-1.6180339887498947
19.6,2.6311663875665476,-1.6422984182674085
19.7,2.664902927105202,-1.6658424814201989
19.8,2.6504731060485294,-1.6886558510040297
19.900000000000002,2.6815815669584047,-1.7107285203210132
20.0,2.756318732941855,-1.7320508075688767
20.1,2.780005805901743,-1.7526133600877272
20.2,2.767545879705751,-1.772407158462429
20.3,2.783414320275945,-1.7914235204788258
20.400000000000002,2.8075351052278252,-1.8096541049320387
20.5,2.821268492772034,-1.827090915285201
20.6,2.858842517046079,-1.8437263031770008
20.7,2.827515233206536,-1.8595529717765023
20.8,2.886229296860907,-1.874563978983783
20.900000000000002,2.8693720034010055,-1.8887527404749622
21.0,2.9081624450845363,-1.902113032590307
21.1,2.89215499499705,-1.9146389950641347
21.2,2.9468602037606018,-1.9263251335953162
21.3,2.942772711712034,-1.937166322257262
21.400000000000002,2.924957357200299,-1.9471578057463206
21.5,2.9350697795081597,-1.9562952014676112
21.6,2.9594592244127886,-1.9645745014573774
21.7,2.9422034737754292,-1.9719920741410097
21.8,2.9726645020889695,-1.9785446659259767
21.900000000000002,2.987915651402909,-1.9842294026289555
22.0,2.9893921235679874,-1.9890437907365466
22.1,2.9791281435048047,-1.9929857184990085
22.2,2.989879926573436,-1.9960534568565431
22.3,2.9967406710471773,-1.9982456601977168
22.400000000000002,3.0194827290985558,-1.999561366949691
22.5,3.0044076867872156,-2.0
22.6,2.99254990838132,-1.999561366949691
22.7,2.9910905292179932,-1.9982456601977168
22.8,2.9949505758493196,-1.9960534568565431
22.900000000000002,2.99253968109433,-1.9929857184990087
23.0,3.0114782095145993,-1.9890437907365468
