t,ax,ay,az,gx,gy,gz,p_x,p_y,p_z
13.38,0.054871681830600656,0.22380716161374362,-9.760477122697425,0.0011317313305186428,-0.0002668906733724948,0.10497233355522054,3.376668894254676,19.712891902979962,0.665639089045973
13.39,0.02388965785816495,0.27986690252083696,-9.768873526084654,0.00046123610170261905,-0.001261603108883286,0.10501144519709354,3.3560237544341276,19.716417132929447,0.6616876425044325
13.4,0.023302798452418432,0.2690494354030748,-9.816199610159751,-0.0009242601209063866,-0.0010472184157325423,0.10631274379164846,3.3353749343220467,19.719920741410096,0.6577332934771668
13.41,-0.0038876240889767592,0.27480609432738823,-9.788621524915143,0.0015905327842091954,7.581913077791256e-05,0.10513702308051245,3.3147224565623965,19.723402724579778,0.6537760593098855
13.42,0.017363220436934612,0.2801927333693211,-9.75802936804222,0.0007747853994644997,0.0003419872246647516,0.107053310341125,3.294066343803151,19.72686307862006,0.6498159573609537
13.43,0.03436625830174833,0.2426423384898948,-9.765608865693887,0.0009023039864717009,0.0001419765565271187,0.10666459710058362,3.273406618696267,19.73030179973625,0.6458530050013152
13.44,-0.0009104515703878269,0.26565341453876906,-9.793228988104984,0.000705558439398392,-0.0006991723783345889,0.10521886937397099,3.2527433038976743,19.733718884157362,0.6418872196144194
13.450000000000001,0.05611280796379067,0.2929204915019811,-9.793579139894216,-0.0002247311565980257,-0.001244427461331037,0.10667623613467904,3.2320764220672213,19.737114328136144,0.6379186185961397
13.46,0.023662020216138016,0.25057826141738465,-9.788991635894947,0.0008165214236765823,-0.0027569143478068034,0.10628862352875572,3.211405995868689,19.74048812794908,0.6339472193547036
13.47,-0.0013963852574691883,0.2744661021985121,-9.795113170911133,0.00010823651087526792,-0.0006825079150286708,0.1044824553498106,3.1907320479697274,19.743840279896382,0.6299730393106099
13.48,0.03995365425700693,0.24920033800076485,-9.774536857569373,0.0003816881307424413,-0.0013811083860657417,0.1056836668866239,3.1700546010418575,19.747170780302007,0.6259960958965569
13.49,0.05699127347631028,0.24729934022641265,-9.785979870711374,0.00035262160093903444,-0.0017464240425695396,0.10570117756150892,3.149373677760428,19.75047962551365,0.6220164065573632
13.5,0.04859395533233772,0.25496074641135696,-9.74851403413957,1.9326419060021883e-05,0.00023754261465560537,0.10572392852499024,3.1286893008046186,19.753766811902757,0.618033988749895
13.51,0.0042169777976525415,0.27442724761809384,-9.781069181361223,0.0007236870827478886,-0.0010465085971112912,0.10611406649185044,3.1080014928573787,19.757032335864523,0.6140488599429843
13.52,-0.002667423637012497,0.25079190920132005,-9.761696091046593,0.0007674191552851417,-0.002401102893108742,0.10403303594616894,3.087310276605426,19.7602761938179,0.6100610376173556
13.530000000000001,0.01737819580356926,0.2130287267415356,-9.790585843769351,0.0017443002714236367,0.00037113810521305617,0.10469259464631583,3.066615674739213,19.76349838220561,0.6060705392655481
13.540000000000001,0.001133368985676654,0.2593056407986747,-9.804704470218319,-0.0016773639036104712,-0.00016590701668759648,0.10551915763471413,3.045917709952916,19.766698897494116,0.6020773823918412
13.55,0.0264686431094661,0.28651161964016963,-9.787484226749426,-0.00010364136603812214,-0.001257776227992348,0.10572818848817908,3.0252164049443833,19.769877736173672,0.5980815845121731
13.56,0.05035784257521228,0.2896437396021366,-9.806253399685971,0.0003613953023743709,-0.0003430906919889643,0.10612490460093195,3.0045117824151415,19.773034894758283,0.5940831631540698
13.57,0.0061399636898285676,0.2438966986015682,-9.783634632235044,0.0019266029053581005,-0.0026400608663419865,0.10697677361813542,2.9838038650703433,19.776170369785735,0.5900821358565629
13.58,0.0017929366362562545,0.25804470167385835,-9.791151995298534,0.0007950686726471105,-0.0018628572196288324,0.10398897630289854,2.963092675618761,19.779284157817607,0.5860785201701153
13.59,0.023231016688264685,0.2896651202554016,-9.77338509297903,0.0007464011717638987,-0.002143213955988826,0.10702217983530302,2.9423782367727513,19.782376255439235,0.5820723336565444
13.6,0.03631101147796488,0.2606339899880391,-9.786949191234681,0.0023959121870352363,-0.00026091773610861465,0.1055956060579153,2.9216605712482373,19.785446659259765,0.5780635938889442
13.61,0.015189378852191855,0.24630616706389863,-9.784250682315724,0.0022893973895929034,-0.0016402375286573311,0.10648877826858591,2.900939701764675,19.78849536591212,0.5740523184516076
13.620000000000001,-0.03181430918054448,0.23606770511296668,-9.77290104714648,-0.0011453696850182574,-0.0017245254954944503,0.10546892873722308,2.880215651045042,19.79152237205302,0.5700385249399521
13.63,0.004843070803552545,0.2160455196130449,-9.778363886148748,0.0018337151081658115,-0.00017750383969750605,0.10465244639703253,2.859488441815806,19.79452767436298,0.5660222309604405
13.64,0.004616022872857414,0.2600832576670198,-9.748460893246047,0.0007029295984334108,-0.0024615603815243614,0.10485397155639078,2.838758096806889,19.797511269546316,0.5620034541305023
13.65,0.025461917431809002,0.2674617416442475,-9.77075442847673,0.00022750858932849504,-0.001973946033110362,0.1059245828643827,2.8180246387516563,19.80047315433115,0.5579822120784591
13.66,0.037431021712942825,0.27871733943248256,-9.784703729091728,0.0014982478415941863,-0.0003008978956343934,0.10714337211994952,2.7972880903868855,19.803413325469418,0.5539585224434455
13.67,0.04627324934400277,0.2626082205457395,-9.739002019851162,-0.0008573515124286775,-0.0007753951714731212,0.10472476462701324,2.776548474452741,19.80633177973686,0.5499324028753322
13.68,-0.011026520502988704,0.2826891686427742,-9.779017222027933,0.0019314968253585241,-0.001626586987011812,0.10419115296274271,2.755805813692764,19.809228513933025,0.5459038710346509
13.69,-0.011413208580630958,0.2681345630957575,-9.76756268644418,-0.00054460099819547,-0.001398877257289965,0.10623937827476074,2.735060130853819,19.812103524881298,0.5418729445925125
13.700000000000001,0.029665616535074116,0.2628867599110347,-9.780246837066702,0.001991930953582547,-0.0004330719036459256,0.10744452694537975,2.714311448686088,19.81495680942887,0.5378396412305315
13.71,0.0190869129478572,0.2967377294579914,-9.785649048822547,0.0018361060127375325,-0.000702016617892978,0.10647900409270403,2.6935597899430537,19.817788364446773,0.5338039786407515
13.72,0.05453970326387648,0.27260940405945305,-9.768295794444295,0.002070145509700949,-0.002159917897188781,0.10535808676777593,2.67280517738145,19.820598186829855,0.5297659745255621
13.73,0.02171599715839936,0.27116301450743335,-9.795836985873295,-0.00021042464549570514,-0.0016715165445721593,0.10542540613235214,2.6520476337612484,19.8233862734968,0.5257256465976241
13.74,0.022912375935336005,0.2519256811311617,-9.769164691785418,0.0016277959253892349,-0.0006594145765508617,0.10654829549066168,2.6312871818456514,19.826152621390133,0.5216830125797941
13.75,0.028404833299070245,0.2650002092527749,-9.77446186562031,0.0010443716752268073,-0.002321699219722203,0.10428066296985454,2.610523844401034,19.828897227476208,0.517638090205042
13.76,0.01568435383802995,0.30106005014784243,-9.779006074635706,0.0032494641130914777,-0.000843854411689206,0.10530966287847524,2.5897576441969434,19.831620088745233,0.5135908972163763
13.77,0.02224532646561195,0.29023958574845005,-9.782332902899736,0.002988539473474902,-0.002371732867970259,0.10537270451550113,2.568988604006062,19.834321202211257,0.5095414513667653
13.780000000000001,0.022954669775189035,0.23757852460652554,-9.804477679856252,0.0025829574994272455,-0.001817162023188669,0.10458048045554919,2.548216746604186,19.837000564912174,0.5054897704190591
13.790000000000001,0.025073411512084545,0.27191096774167794,-9.750924744858168,-0.0008231648662778161,-0.0003365785208589593,0.10442683272189415,2.5274420947702083,19.83965817390974,0.5014358721459131
13.8,0.0028498466229553727,0.28035279639477395,-9.767643443029804,0.0025994278151338615,-0.0008301837218532041,0.10604414019231588,2.506664671286085,19.842294026289558,0.49737977432970965
13.81,0.04734624177027735,0.3079140340258505,-9.779152418158032,0.001462593990747457,-0.001656221207825967,0.10640663323602757,2.4858844989368056,19.84490811916109,0.49332149476247705
13.82,-0.009891968051695333,0.2904745078354658,-9.761329731384837,-0.0006571721137723951,-0.001586957056075782,0.10494372688238975,2.465101600510376,19.847500449657666,0.48926105124581515
13.83,0.007393992018468198,0.2603811949770159,-9.739591933989455,0.0004963661576664774,-0.0022377381859651733,0.1061073030957826,2.444315998797793,19.850071014936475,0.48519846159081564
13.84,0.052632634432199274,0.23105889246784136,-9.77474608114176,0.0030012326182181654,-0.001068132085153478,0.1042885521271588,2.4235277165930125,19.85261981217858,0.48113374361798356
13.85,-0.01091315841933211,0.2550060080011267,-9.751459110326234,0.0009835311663325729,-0.0009070561509238842,0.10580182275643589,2.402736776692944,19.85514683858891,0.4770669151571622
13.86,0.00024605236224354773,0.275662751862682,-9.778578423940406,0.0012421559414389567,-0.0009694437039222397,0.10443327150920698,2.381943201897398,19.857652091396275,0.4729979940474501
13.870000000000001,0.04038701654778895,0.28788308394843454,-9.776266992499348,-0.000601970241279872,0.0005828583255233881,0.10607967145983484,2.3611470150090748,19.860135567853348,0.4689269981371249
13.88,0.022646948893478687,0.28546312240155963,-9.777953780107747,0.0015517795790071162,-0.0012252045399096384,0.10549147656792104,2.340348238833551,19.862597265236705,0.46485394528356827
13.89,0.014573260199156807,0.25822679414775807,-9.797313461286777,0.0004243707818448459,-0.0015039310812073213,0.10552878131849315,2.3195468961792303,19.865037180846787,0.46077885335318175
13.9,0.007248823885447992,0.27504134958711,-9.772780423558848,0.001438926586407588,-0.0016396420794989248,0.10576208383324369,2.2987430098573323,19.86745531200793,0.4567017402213115
13.91,0.03891608694283067,0.28393582326402156,-9.748273753817532,-0.0008373332561956745,-0.00029189269761956073,0.10612510481441388,2.277936602681877,19.86985165606835,0.452622623772172
13.92,-0.003936937289592719,0.26187066657405156,-9.773887136108607,0.00012341319258698147,-0.0020762047082773173,0.10538856785860407,2.2571276974696364,19.872226210400168,0.4485415218987629
13.93,0.010072850001046199,0.28718385245497,-9.766743206164282,0.0009187688303401132,-0.00161392370513513,0.10513368985842031,2.236316317040127,19.87457897239939,0.4444584525027936
13.94,0.025557424386876998,0.2649210023435769,-9.785993033514362,9.622452280936915e-06,0.00037941414456365923,0.1046853894810418,2.2155024842155786,19.87690993948593,0.4403734334946041
13.950000000000001,0.04109356408472703,0.29996761259104465,-9.782373053672146,0.000963507752520543,0.001013678736319391,0.10665829285670711,2.1946862218209073,19.879219109103595,0.4362864827930855
13.96,0.027564232737103615,0.2596095047941772,-9.792323307154923,0.0023844492516278985,-0.0014443636192295849,0.10511246746440779,2.173867552683701,19.88150647872009,0.43219761832560394
13.97,-0.0005780776477649872,0.22963616993128505,-9.819024707379105,-0.0005472491380366963,0.00016377000851344097,0.10553969419937057,2.1530464996341876,19.883772045827044,0.4281068580279202
13.98,0.045055053771974746,0.27717574374911863,-9.791993640642943,0.0004267206407282311,-0.0019252078338908968,0.10674105074725335,2.1322230855052,19.886015807939977,0.4240142198441096
13.99,0.035265537388279006,0.2653055667885064,-9.807760799523098,0.0004246136790286401,-0.0004867459869909252,0.10435265118780389,2.1113973331321647,19.888237762598333,0.41991972172648534
14.0,0.060235529140451965,0.2911193336010742,-9.759861271934922,-0.0004651881842611175,-0.0009924068973726754,0.10673266334101743,2.0905692653530736,19.890437907365467,0.41582338163551946
14.01,-0.021550584133825244,0.27789655363251287,-9.805348817881258,-3.532446906394501e-05,-0.003207690863585672,0.10497467590043431,2.0697389050084514,19.892616239828648,0.4117252175397628
14.02,0.05749757385247216,0.281216511642306,-9.765805779847554,0.0001233814963222267,-0.0005705120987198674,0.10574053251940436,2.0489062749413516,19.894772757599068,0.4076252474157699
14.030000000000001,-0.013313274588007396,0.26693499538641197,-9.7727535225512,0.0012539730825973502,-0.001481279822063873,0.10579505304807865,2.028071397997299,19.896907458311837,0.4035234892480137
14.040000000000001,0.025385290306351754,0.27814631267987977,-9.7832127408241,0.0014727776179910717,-0.0014907852208246636,0.10619474404746979,2.007234297024298,19.899020339626002,0.3994199610288141
14.05,0.06557490372507076,0.2579917114053691,-9.770204633557526,0.0003727402646320542,-0.0021723711792214547,0.10484749553794921,1.986394994872782,19.901111399224526,0.39531468075825266
14.06,0.04405840295264881,0.26883532568711105,-9.798586350859486,0.00033998108857343184,-0.0019640763172113665,0.10548017777677192,1.9655535143955998,19.903180634814305,0.39120766644409705
14.07,0.02355585314863787,0.2766295592581265,-9.77233341346351,-1.764527802181645e-06,1.2566461412193055e-05,0.1063223234886397,1.9447098784479866,19.905228044126165,0.3870989361017205
14.08,0.016259689832554082,0.26435306543191694,-9.789577322142405,0.0025629954777966267,-0.0009024375196165747,0.10561853562915802,1.9238641098875529,19.90725362491488,0.38298850775402626
14.09,0.021233880578160218,0.2555327599400345,-9.789939922762272,0.0010741589991686525,-0.0017010496134238452,0.10583395019071447,1.9030162315742358,19.909257374959143,0.3788763994313631
14.1,0.0008109136671376159,0.2570225417264398,-9.789572959194414,0.0016642671314286372,-0.0008522010298531312,0.10622051682719776,1.88216626637029,19.9112392920616,0.37476262917145003
14.11,0.008431820376589799,0.2583517529803264,-9.7828964954674,0.0007845965727984845,-0.0019805728829137004,0.10566722088426528,1.8613142371402591,19.913199374048837,0.37064721501929593
14.120000000000001,0.04272760358661484,0.26188241443425775,-9.78077332050776,0.002711559565404483,-0.00032301452121244164,0.10609809483200895,1.8404601667509448,19.915137618771382,0.36653017502711993
14.13,-0.01822301237006803,0.2555294536033663,-9.786242594334825,0.00016461120193382605,-0.0015482994860194703,0.10655662092065865,1.8196040780713971,19.917054024103713,0.3624115272542745
14.14,-0.010251938625651772,0.27471059959446725,-9.75646093966374,0.000856378705983428,-0.0016567950185486153,0.10567963537983086,1.7987459939728787,19.918948587944257,0.3582912897671646
14.15,0.019631402181239245,0.2776027468704387,-9.773728103541227,-0.00036466581962541823,0.0002473717435743383,0.10679589382197219,1.7778859373288318,19.92082130821539,0.35416948063916687
14.16,0.03086945360995652,0.27078395009181755,-9.785631404515685,0.0011189505125487002,0.00016017887949270671,0.10547948020677349,1.7570239310148663,19.92267218286345,0.3500461179505526
14.17,0.007338783577519943,0.2621964674226834,-9.779122382735714,0.0005866202004445617,-0.0009638572415283368,0.10667580714034551,1.7361599979087297,19.924501209858718,0.345921219788408
14.18,0.025309065443459247,0.2792127718977511,-9.788830848853772,0.001237504419065967,-0.0014504866643572027,0.10539161556881033,1.715294160890279,19.92630838719545,0.34179480424655345
14.19,0.0162628227149971,0.2661722789802528,-9.773846146559059,0.00034536392451045626,-0.0023952336915035424,0.10614874400060492,1.694426442841471,19.928093712891847,0.3376668894254682
14.200000000000001,0.025041104753889373,0.25284478680627365,-9.775373904609298,0.0013502855049081074,-0.0017866840164912723,0.10432015532720945,1.6735568666463088,19.929857184990087,0.33353749343220435
14.21,0.014157855204445343,0.24825994180897687,-9.76097295529895,0.0015070227730634926,-0.0017142797573812159,0.10448183651924782,1.6526854551908503,19.9315988015563,0.32940663438031487
14.22,0.03468241320153965,0.2657592068137723,-9.760416629053818,0.0005555733364363113,-0.0014368149374477234,0.10623716355664672,1.6318122313631527,19.933318560680597,0.32527433038976755
14.23,0.005092381496613974,0.29177945700920693,-9.79160507687808,0.0015717773773318198,-0.0012583685867683424,0.10368228968522974,1.6109372180532653,19.935016460477048,0.32114059958686947
14.24,0.018250988695678396,0.21429835542064968,-9.764333167956353,0.001192812125067673,-0.0012455957455356093,0.10554463341965317,1.5900604381531953,19.936692499083694,0.3170054601041854
14.25,0.008323559940382459,0.2602113808183549,-9.75685207724059,-0.001215229577848075,-0.0016988996308457726,0.10376302738839435,1.5691819145569,19.938346674662558,0.31286893008046196
14.26,0.02425073363797857,0.2759646240991144,-9.781921494513984,0.00037297343468479214,-0.001318876736230624,0.1060248882510462,1.5483016701602368,19.939978985399634,0.3087310276605428
14.27,0.006289291176680091,0.30073081863260787,-9.778079648239219,0.0006381616000461234,-0.0011831900065111787,0.10587824281613623,1.527419727860953,19.94158942950489,0.30459177099529217
14.280000000000001,0.0018828576016236259,0.2984705266656478,-9.794105199570414,0.0012999185163026254,-0.0004675752953640606,0.10501292715902955,1.506536110558655,19.94317800521228,0.30045117824151424
14.290000000000001,0.034976120125043364,0.263157984360591,-9.786300265964247,0.00044022436911653434,-0.0013360414030713856,0.10547540282673391,1.4856508411547984,19.94474471077973,0.2963092675618762
14.3,-0.005720349492202823,0.2413804133319389,-9.736258610163816,0.0012505149764418426,-0.002033488178556633,0.10634048431269832,1.4647639425526326,19.94628954448916,0.29216605712482296
14.31,0.03901346822779928,0.2588352228307911,-9.815144557177385,0.0006321168519318261,-0.0006794303765827985,0.10592768609619707,1.443875437657212,19.947812504646475,0.28802156510450433
14.32,0.02401057007306688,0.2706401990081492,-9.769574973834603,0.0002639910241840686,-0.0022063367508878967,0.10556137320747717,1.422985349375339,19.94931358958155,0.28387580968068904
14.33,-0.005841300691525169,0.26546574623642927,-9.80476093393239,0.0008261231171481294,0.00043543802359819156,0.10634658656526631,1.402093700615557,19.950792797648273,0.2797288090386887
14.34,0.06429074636514802,0.288826762784123,-9.773939627802006,0.001628077669172405,-0.001403057782891973,0.10439628873886073,1.38120051428812,19.952250127224506,0.27558058136927693
14.35,-0.014721637089272894,0.269855040553057,-9.781326898806897,0.0020646894443437343,-0.00016949863911308138,0.10684248578681803,1.3603058133049686,19.953685576712104,0.2714311448686098
14.36,0.003526114362824101,0.3007820157198534,-9.772003843506726,0.0011126225764820047,-0.0015699875064729557,0.10711476688468849,1.3394096205797001,19.95509914453693,0.2672805177381451
14.370000000000001,-0.021764790437341662,0.26219978345084977,-9.765680026892447,0.0012952091236837953,-0.0019181736767217889,0.10618429347247296,1.3185119590275562,19.95649082914883,0.2631287181845648
14.38,0.016066260823700648,0.2798541499536843,-9.74725438389521,0.0020713903556864224,-8.087735588864823e-05,0.10571683476724798,1.2976128515653895,19.957860629021646,0.258975764419694
14.39,0.011704424560689597,0.24976947219434623,-9.764661838917583,-0.00035863834368372524,0.0002577902247288932,0.10529279546618404,1.2767123211116296,19.959208542653233,0.2548216746604187
14.4,0.0014905786593290681,0.25000985876058424,-9.784426768113962,-0.00034351472977900096,0.0005212738731704414,0.10701039547984213,1.2558103905862705,19.960534568565432,0.25066646712860907
14.41,-0.008224269946955532,0.29595977363585446,-9.8134430014641,-5.249408454429099e-05,-0.0014477218732733342,0.10396375395401786,1.234907082910842,19.961838705304093,0.24651016005103815
14.42,0.005046388531369442,0.31020376729570687,-9.7632318839474,0.0012132233462057401,0.00016278141924637316,0.10582610704147336,1.2140024210083793,19.963120951439073,0.24235277165930139
14.43,0.0037530637176841943,0.2959378176673767,-9.749313511182976,0.0008919044143159714,-0.0017693773414167767,0.10523695613455247,1.1930964278034164,19.964381305564235,0.23819432018973996
14.44,-0.010942896795568691,0.2666221137099224,-9.751114471670403,-0.000841249865436641,-0.00037428630348556213,0.10689913765285307,1.1721891262219337,19.96561976629744,0.23403482388335564
14.450000000000001,0.0015089140077488364,0.2789981874432067,-9.760541425688752,0.000894462871201732,-0.0025609123258514997,0.10592747943606637,1.1512805391913463,19.966836332280565,0.22987430098573333
14.46,0.02799498257970075,0.24391319156699606,-9.797089362874761,0.0019104842053634884,-0.0007386603140816079,0.10590129737670448,1.1303706896404924,19.9680310021795,0.22571276974696375
14.47,0.005052760887701884,0.2836506759869165,-9.772313397153471,0.001817569586365766,-0.003217678662304408,0.10583951927941239,1.1094596004995814,19.96920377468414,0.22155024842155802
14.48,0.04103255324048813,0.25715217643682453,-9.809721021962373,0.0004340460649127827,-0.0009236388331460612,0.10656127168795114,1.0885472947001822,19.970354648508398,0.21738675526837023
14.49,0.009344940348616868,0.25084331390518666,-9.77659135596825,0.00023219066296950022,-0.002229113105380681,0.10600285895154304,1.0676337951752108,19.971483622390195,0.2132223085505201
14.5,0.010866430397280429,0.2667392687840087,-9.827694845673282,0.0009792642486480723,-0.003028384563123536,0.10430285556224014,1.0467191248588794,19.972590695091476,0.20905692653530747
14.51,-0.024576723798883024,0.26671142694878913,-9.770875752842606,0.0006346761006865618,-0.0012620467208884901,0.10571413875285669,1.025803306686688,19.973675865398203,0.20489062749413575
14.52,0.024113177992377874,0.29813984473298094,-9.738838366473479,0.0008350479045765577,-0.002170489296762001,0.1052536216538247,1.0048863635953964,19.974739132120348,0.20072342970243082
14.530000000000001,0.011135912496500476,0.22604679552336526,-9.764797600112685,0.002187066361029977,-0.0015850250045047116,0.10538866394042387,0.9839683185229924,19.975780494091914,0.19655535143956013
14.540000000000001,0.0070553487189357065,0.2830843147947218,-9.80553764107067,-0.0010051888463578167,-0.0009746783606731705,0.10602005919150088,0.9630491944086818,19.976799950170918,0.19238641098875497
14.55,0.007861885234007897,0.24694759786203102,-9.806165000701872,0.0018363584743151078,-0.0017207856508566737,0.10571203504582105,0.9421290141928536,19.9777974992394,0.1882166266370287
14.56,0.021347589773941713,0.25273447811934446,-9.760022218795298,0.0001004409492285259,-0.0010473450843773336,0.10500150317983872,0.9212078008170457,19.978773140203426,0.1840460166750946
14.57,-0.023416348895594734,0.2432999654212384,-9.769324571088237,-2.269469180132995e-05,-0.0017459024041603826,0.10601666858595933,0.9002855772239342,19.979726871993083,0.17987459939728845
14.58,0.043741842724938876,0.28328746073269523,-9.787390208695626,0.002261929124973899,-0.0009373725082852713,0.10512893467697709,0.8793623663573024,19.980658693562493,0.1757023931014872
14.59,-0.007625050766583062,0.26147136261545506,-9.77544159457386,0.0016663294885210312,-0.0005638292177699882,0.10569320732612951,0.8584381911620118,19.981568603889798,0.17152941608902803
14.6,0.01192385379594235,0.2851209429948029,-9.76955309294445,0.0013166366812213642,-0.0006471441120758864,0.10633286695506695,0.8375130745839949,19.98245660197717,0.16735568666463146
14.61,0.021974143240291143,0.25720507396528436,-9.758850989769753,0.00030197026211391026,0.0005500632408397804,0.10543924147420568,0.8165870395702036,19.9833226868508,0.16318122313631583
14.620000000000001,0.013477199067898692,0.24388576897350162,-9.786592351755832,0.0026560573095594725,-0.002337515161589108,0.10611085114469963,0.7956601090685964,19.984166857560936,0.15900604381531963
14.63,0.013561568143672773,0.3135386924878275,-9.784673440846786,0.001373136097986112,0.00023084645704012563,0.10506499693857653,0.7747323060281274,19.984989113181832,0.15483016701602378
14.64,0.0315160022680205,0.24944608576286165,-9.786470223067006,0.0012729064779031965,-0.0022651356375359925,0.10534530804138581,0.7538036533986938,19.985789452811783,0.15065361105586608
14.65,-0.0037614017591028857,0.2692984870863882,-9.774298456133858,0.001982904938253978,-9.798244418211398e-05,0.10549207130499841,0.7328741741311255,19.986567875573126,0.14647639425526338
14.66,-0.011572496966278146,0.28007412431074413,-9.776513001236921,0.0007600238994737739,-0.0024573991522928397,0.10547948926357077,0.7119438911771713,19.98732438061222,0.14229853493753405
14.67,-0.008486982583895433,0.24883502163820426,-9.762150803578741,0.0029895913041526083,-0.0011500677468352304,0.10470696132389018,0.6910128274894479,19.98805896709946,0.13812005142881212
14.68,0.04325130672339706,0.2948105782660637,-9.815464488617458,0.0009731292414038837,0.00028299727957146635,0.10841472516396142,0.6700810060214337,19.988771634229284,0.13394096205797057
14.69,0.00814163851729922,0.2712927200666445,-9.76554192117053,7.782507372433968e-05,-0.001815665706304672,0.10387106296722247,0.649148449727437,19.98946238122017,0.12976128515653995
14.700000000000001,0.01601534783468981,0.26635441211133704,-9.751448398297189,0.0012891593754730014,-0.001745878225955443,0.1065718354470491,0.628215181562568,19.990131207314633,0.12558103905862716
14.71,0.000729732025533102,0.28417431176526153,-9.783859780764791,-0.0004958581852661324,-0.002199228292824303,0.10609110903788899,0.6072812244827263,19.99077811177921,0.12140024210083761
14.72,-0.011874813194039468,0.2850100493934922,-9.76868051465723,0.001547266532701581,0.0004868299121589745,0.10491815015444753,0.586346601444567,19.991403093904502,0.11721891262219304
14.73,0.03811019398256889,0.234877890112849,-9.753776792033513,0.0016418627143035035,-0.001770282784378179,0.1045996721701247,0.5654113354054666,19.992006153005132,0.11303706896404936
14.74,0.026001555347116338,0.25074721747575074,-9.795496763605131,0.0008742795278126837,-0.001866325231612446,0.10398119673913582,0.5444754493235113,19.992587288419774,0.10885472947001879
14.75,0.01844261032562219,0.24051992902228692,-9.773140641358864,0.0015790293382549492,0.0002561811728118788,0.10621037959741812,0.5235389661574672,19.993146499511145,0.1046719124858885
14.76,0.010073780415927757,0.27884206032871645,-9.798609915050422,0.0025904182016929537,-0.0020802960539882996,0.1036054872359077,0.5026019088667506,19.993683785666,0.10048863635953932
14.77,-0.01924437482878675,0.21991461442048094,-9.77212054883625,0.0022963731308347324,-0.0008570406260507712,0.10614766107016264,0.48166430041142083,19.994199146295138,0.09630491944086875
14.780000000000001,-0.007285536236524035,0.24168062975748505,-9.750938924251908,-5.2964417930135774e-05,0.0006528443103417916,0.10276765151707193,0.46072616375212383,19.9946925808334,0.09212078008170425
14.790000000000001,-0.006545050719744606,0.23072751351331153,-9.772408213644374,0.0009841238116506958,-0.002720685778032169,0.10546879160567608,0.43978752185010267,19.99516408873968,0.0879362366357299
14.8,0.01882784993685404,0.26636903483750574,-9.80255008616985,0.0013843122207142055,0.0006559292907586992,0.10555653969721576,0.418848397667141,19.99561366949691,0.08375130745839962
14.81,0.0047557668286144,0.2608633349866176,-9.775697303579715,0.0002146660215517637,-0.00258845906597408,0.10666279504949823,0.3979088141655558,19.99604132261207,0.0795660109068602
14.82,-0.0004640855737820318,0.2730234449126721,-9.79037557599619,0.0006327471532406326,0.0009264593937745136,0.10367850472964163,0.3769687943081635,19.99644704761618,0.07538036533986907
14.83,0.004273939443404251,0.26895944347206346,-9.78893286788146,-2.915787759238844e-05,-0.0013143319527940459,0.10451293726781806,0.3560283610582721,19.99683084406432,0.07119438911771724
14.84,0.02102168377861521,0.2716696755787055,-9.785313093488504,-3.888654372741305e-05,-0.0006987868206771687,0.10381712169244409,0.3350875373796298,19.997192711535607,0.06700810060214349
14.85,2.334958951678498e-05,0.2796989533211253,-9.757926847429575,0.0008291640111767114,-0.002585069521314595,0.10531614083548899,0.3141463462364174,19.99753264963321,0.06282151815625736
14.86,0.025629901837715484,0.26152450205763483,-9.771597301118764,0.0005928518731621649,-0.0017851576570608188,0.10686233074357533,0.29320481059321846,19.997850657984348,0.05863466014445771
14.870000000000001,-0.005358368724864006,0.24812981196079614,-9.780015651378504,0.00018711479375837353,0.00040047560452348874,0.10732094873813099,0.2722629534149902,19.99814673624028,0.05444754493235126
14.88,-0.004074327366056965,0.2567084619728703,-9.799740189525835,0.0008772532979876115,-0.0027035206300005978,0.10532377332250636,0.25132079766705107,19.99842088407632,0.05026019088667474
14.89,-0.039739079886307246,0.24843058878491153,-9.781557350510246,0.0014531343452721074,-0.0028509745198016844,0.10454197447402873,0.23037836631504702,19.99867310119184,0.04607261637521251
14.9,0.011867032277177671,0.2784102664642445,-9.820235764673116,0.0025379197399142987,-0.0034050766908927136,0.10444492448373309,0.20943568232491738,19.998903387310243,0.04188483976671422
14.91,-0.00326348867199093,0.25909934853336203,-9.787729328776544,0.0006016441539068022,-0.0022323496638199753,0.10463493363908673,0.18849276866288295,19.999111742178997,0.03769687943081692
14.92,-0.024219699109874877,0.24803029774166432,-9.77998745315116,0.0009723980579448931,-0.001870550194398564,0.1064362973378855,0.1675496482954164,19.999298165569613,0.03350875373796355
14.93,0.0301284241978916,0.2522538297039963,-9.799845120648216,0.0008100903003526339,-0.0012613378078655593,0.10461562427064659,0.14660634418921262,19.999462657277657,0.02932048105932153
14.94,0.020192776819272226,0.24768637967685458,-9.745515353373465,0.0015583329636640352,-0.00015286541858105076,0.10588943896006382,0.1256628793111813,19.999605217122742,0.025132079766705673
14.950000000000001,0.01540753941981373,0.256496930990755,-9.789164303094893,0.0012823316718117122,-5.945270850314568e-05,0.10597582612278975,0.10471927662839074,19.999725844948536,0.020943568232491418
14.96,0.02628863954820553,0.23433523979928406,-9.750611540073649,0.0003612429750870933,-0.002417951228249727,0.10621922518384705,0.08377555910807807,19.999824540622754,0.016754964829541318
14.97,0.012587468926094117,0.24579785060930526,-9.766602622891147,0.002489128833386153,-0.0013489587593198704,0.10565400088954022,0.06283174971759302,19.999901304037163,0.012566287931118254
