t,x,y,z,vx,vy,vz
0.0,20.194595881248276,-0.2600789662362376,-0.4673731878864016,-0.16050849331216477,2.133862280002467,0.3626857430430587
0.1,16.50686286537064,-0.780528567619905,1.4956114289212077,-0.12466419118367796,1.9773904225838068,0.00901454895444423
0.2,18.600860705955157,0.7938036808315228,4.5320214051748255,-0.12459845569161651,2.116517232056372,0.11825188311833795
0.3,25.820691146969693,-4.350660737705801,-0.30567593701818424,-0.1423797018068129,1.9780078825360408,0.21253721976880674
0.4,16.15827601186442,0.4916572819231899,-1.769236962379873,-0.28353182279401457,2.1474523636180067,0.23823531487899907
0.5,19.98082526273261,1.130958644788548,0.18858863871062598,-0.12302995410261477,2.054813951332073,0.1959686068911308
0.6,18.850509013475293,0.13415674421452684,0.9717556908630922,0.08271216200996429,1.9810576453103956,0.1974040435251021
0.7000000000000001,20.593659321448897,1.7190369582721368,1.9125872131035782,-0.05950272691696783,1.9848048143674464,0.44652550435682165
0.8,15.240196963108328,-0.7094922771499368,-0.6779134245641627,-0.1489068855813333,2.2457462246509103,0.21799315444124187
0.9,18.856335009019006,3.392645328548933,0.2983802287191053,-0.19013671312349137,2.0814827812487056,0.31078128898983237
1.0,17.57716530070925,1.5529605021037656,0.3770771685181282,-0.072550940852359,2.0019043183702387,0.2109099884563203
1.1,20.99984463272337,2.590704368704933,-1.7312295965288826,-0.2540419704514697,2.0395708072813776,0.2621760610993088
1.2,19.27901456864704,0.2665092784483516,-0.3508275449652961,-0.1126771782015232,2.2128995102082945,0.12267182784560449
1.3,22.52462806434347,5.097109457084293,3.740088610093804,-0.26721181637579444,2.0985085615394667,0.20982815897543533
1.4000000000000001,21.70003859982063,4.128889010796533,-4.810210495318829,-0.16050067059970707,1.9788707021673897,0.3254755806973102
1.5,20.331761431012847,3.2008259000378234,-0.6885251694529765,-0.34175128769633434,2.08376739826444,0.15590326497393847
1.6,22.06045093591142,-0.7119082351338863,0.6428731269679988,-0.44132348854841247,2.2037920753282387,0.3886939677150574
1.7,17.732946688351415,2.303038382471491,-0.8248223688323347,-0.35119486775516595,2.1411553181371814,0.2082718513712955
1.8,18.557985714700205,2.168449176330885,-0.5310187618845785,-0.37479028487461996,2.0468066281565247,0.23667235433747566
